eps_deg,sample_idx,D_m,R_star_m,q
0.5,60,1.980265,0.990132,1.000000
0.5,61,14.647174,7.323587,1.000000
0.5,62,10.460620,5.230310,1.000000
0.5,63,16.611885,8.305943,1.000000
0.5,64,5.285571,2.709573,1.025272
0.5,65,29.743389,14.871694,1.000000
0.5,66,12.844514,6.422257,1.000000
0.5,67,9.313202,4.656601,1.000000
0.5,68,4.537311,2.268655,1.000000
0.5,69,9.001054,4.500527,1.000000
0.5,70,26.340350,13.170175,1.000000
0.5,71,18.236438,9.118219,1.000000
0.5,72,5.502572,2.751286,1.000000
0.5,73,13.936635,6.968318,1.000000
0.5,74,1.692521,0.846261,1.000000
0.5,75,12.370978,6.187643,1.000348
0.5,76,12.627996,6.348682,1.005493
0.5,77,19.081085,9.540543,1.000000
0.5,78,22.367980,11.190105,1.000547
0.5,79,20.341327,10.170664,1.000000
0.5,80,10.360087,5.180044,1.000000
0.5,81,5.416027,2.726112,1.006683
0.5,82,12.536240,6.337114,1.011007
0.5,83,19.876076,9.938038,1.000000
0.5,84,6.620572,3.310286,1.000000
0.5,85,10.797666,5.398833,1.000000
0.5,86,6.258778,3.129389,1.000000
0.5,87,2.151160,1.075580,1.000000
0.5,88,10.375139,5.187569,1.000000
0.5,89,16.579233,8.289617,1.000000
0.5,90,14.411250,7.205625,1.000000
0.5,91,11.967412,5.983706,1.000000
0.5,92,14.486838,7.243419,1.000000
0.5,93,28.478813,14.239407,1.000000
0.5,94,2.574661,1.287331,1.000000
0.5,95,5.040094,2.520047,1.000000
0.5,96,17.267418,8.633709,1.000000
0.5,97,6.861864,3.430932,1.000000
0.5,98,1.124706,0.562353,1.000000
0.5,99,11.066430,5.533215,1.000000
0.5,100,15.897730,7.948865,1.000000
0.5,101,13.926671,7.003348,1.005746
0.5,102,5.002016,2.620182,1.047650
0.5,103,6.231026,3.115513,1.000000
0.5,104,14.955656,7.477852,1.000003
0.5,105,3.534453,1.773975,1.003819
0.5,106,7.946619,4.039017,1.016537
0.5,107,21.091226,10.545613,1.000000
0.5,108,17.396274,8.698137,1.000000
0.5,109,26.559824,13.279912,1.000000
0.5,110,4.181918,2.090959,1.000000
0.5,111,66.167838,33.083919,1.000000
0.5,112,12.856573,6.439315,1.001716
0.5,113,12.198994,6.099497,1.000000
0.5,114,6.867675,3.433837,1.000000
0.5,115,8.229696,4.122826,1.001939
0.5,116,26.192234,13.096117,1.000000
0.5,117,9.241338,4.620669,1.000000
0.5,118,4.923439,2.461720,1.000000
0.5,119,9.375385,4.687693,1.000000
0.5,120,20.451372,10.225686,1.000000
0.5,121,10.093538,5.047150,1.000076
0.5,122,1.798056,0.899028,1.000000
0.5,123,13.064583,6.532292,1.000000
0.5,124,11.843848,5.921924,1.000000
0.5,125,16.378332,8.189166,1.000000
0.5,126,4.041935,2.020967,1.000000
0.5,127,16.532126,8.266063,1.000000
0.5,128,9.971771,4.985885,1.000000
0.5,129,18.872444,9.436222,1.000000
0.5,130,8.667495,4.333748,1.000000
0.5,131,3.307257,1.653629,1.000000
0.5,132,4.248539,2.124269,1.000000
0.5,133,10.074586,5.037293,1.000000
0.5,134,2.457704,1.228852,1.000000
0.5,135,1.714162,0.857081,1.000000
0.5,136,21.840732,10.920366,1.000000
0.5,137,1.011322,0.505661,1.000000
0.5,138,1.849445,0.924723,1.000000
0.5,139,35.670279,17.835139,1.000000
0.5,140,29.596645,14.798322,1.000000
0.5,141,8.161119,4.080559,1.000000
0.5,142,21.289239,10.649001,1.000412
0.5,143,4.637252,2.318626,1.000000
0.5,144,15.949597,7.974798,1.000000
0.5,145,16.421019,8.238649,1.003427
0.5,146,6.849671,3.424835,1.000000
0.5,147,20.481192,10.751818,1.049921
0.5,148,6.130212,3.065106,1.000000
0.5,149,6.447050,3.337373,1.035318
0.5,150,12.738874,6.369437,1.000000
0.5,151,20.227260,10.113630,1.000000
0.5,152,13.135977,6.578677,1.001627
0.5,153,22.345332,11.172666,1.000000
0.5,154,7.276609,3.638305,1.000000
0.5,155,14.359818,7.179909,1.000000
0.5,156,8.934901,4.467450,1.000000
0.5,157,13.086651,6.583270,1.006105
0.5,158,21.232233,10.616116,1.000000
0.5,159,14.671915,7.335957,1.000000
0.5,160,3.251321,1.625661,1.000000
0.5,161,25.805477,12.902738,1.000000
0.5,162,23.839701,11.919850,1.000000
0.5,163,13.047369,6.540838,1.002629
0.5,164,5.996035,2.998017,1.000000
0.5,165,22.221467,11.110734,1.000000
0.5,166,5.712238,3.153346,1.104067
0.5,167,10.550893,5.275447,1.000000
0.5,168,6.513230,3.256615,1.000000
0.5,169,49.583567,24.791783,1.000000
0.5,170,2.334729,1.181600,1.012194
0.5,171,20.584761,10.292380,1.000000
0.5,172,17.066571,8.533285,1.000000
0.5,173,12.003421,6.002396,1.000114
0.5,174,4.831599,2.415800,1.000000
0.5,175,7.783219,3.891610,1.000000
0.5,176,18.935786,9.467893,1.000000
0.5,177,12.946351,6.496863,1.003659
0.5,178,9.878546,4.939273,1.000000
0.5,179,33.168392,16.584196,1.000000
0.5,180,20.915226,10.457613,1.000000
0.5,181,5.390116,2.695058,1.000000
0.5,182,21.042206,10.521103,1.000000
0.5,183,6.136166,3.068083,1.000000
0.5,184,11.169670,5.584835,1.000000
0.5,185,7.390395,3.695198,1.000000
0.5,186,6.336139,3.168070,1.000000
0.5,187,1.786368,0.893184,1.000000
0.5,188,10.651817,5.325909,1.000000
0.5,189,4.805868,2.440411,1.015596
0.5,190,7.754490,3.877245,1.000000
0.5,191,8.191113,4.095557,1.000000
0.5,192,5.479579,2.739789,1.000000
0.5,193,23.011483,11.506263,1.000045
0.5,194,12.218977,6.109489,1.000000
0.5,195,7.239795,3.624200,1.001189
0.5,196,19.516818,9.758409,1.000000
0.5,197,16.240653,8.173319,1.006526
0.5,198,9.006445,4.503223,1.000000
0.5,199,16.925878,8.520967,1.006857
0.5,200,66.529968,33.264984,1.000000
0.5,201,4.742482,2.399511,1.011922
0.5,202,23.271251,11.635625,1.000000
0.5,203,9.274899,4.639801,1.000507
0.5,204,50.387004,25.193502,1.000000
0.5,205,8.335059,4.167530,1.000000
0.5,206,25.380825,12.690412,1.000000
0.5,207,20.944983,10.652279,1.017168
0.5,208,26.026296,13.013148,1.000000
0.5,209,1.228422,0.614211,1.000000
0.5,210,8.614277,4.362490,1.012851
0.5,211,6.419277,3.209639,1.000000
0.5,212,10.508271,5.254135,1.000000
0.5,213,6.279137,3.139569,1.000000
0.5,214,12.376611,6.188306,1.000000
0.5,215,6.582907,3.291454,1.000000
0.5,216,0.774471,0.387235,1.000000
0.5,217,8.552365,4.366539,1.021130
0.5,218,8.298149,4.154542,1.001318
0.5,219,2.197444,1.099436,1.000649
0.5,220,4.852591,2.426296,1.000000
0.5,221,2.534152,1.267076,1.000000
0.5,222,9.774929,4.887465,1.000000
0.5,223,4.439765,2.219882,1.000000
0.5,224,10.700567,5.350284,1.000000
0.5,225,2.079840,1.039920,1.000000
0.5,226,3.827468,1.937350,1.012340
0.5,227,7.477612,3.738806,1.000000
0.5,228,10.311535,5.155768,1.000000
0.5,229,1.370474,0.685237,1.000000
0.5,230,14.839300,7.419650,1.000000
0.5,231,16.611925,8.305962,1.000000
0.5,232,13.995337,6.997669,1.000000
0.5,233,3.872554,1.936277,1.000000
0.5,234,1.626987,0.813494,1.000000
0.5,235,3.860430,1.930215,1.000000
0.5,236,10.984081,5.492040,1.000000
0.5,237,37.017755,18.508877,1.000000
0.5,238,17.796988,8.898494,1.000000
0.5,239,17.277650,9.185343,1.063263
0.5,240,4.779062,2.439601,1.020954
0.5,241,9.704223,4.855601,1.000719
0.5,242,3.528698,1.764349,1.000000
0.5,243,17.027934,8.513967,1.000000
0.5,244,6.858224,3.429112,1.000000
0.5,245,12.790004,6.419790,1.003876
0.5,246,8.882896,4.441448,1.000000
0.5,247,6.798894,3.399447,1.000000
0.5,248,14.702963,7.351481,1.000000
0.5,249,14.186859,7.093429,1.000000
0.5,250,14.725253,7.362626,1.000000
0.5,251,9.082962,4.541481,1.000000
0.5,252,10.300909,5.150455,1.000000
0.5,253,11.897876,5.948938,1.000000
0.5,254,19.378638,9.689319,1.000000
0.5,255,1.241218,0.620609,1.000000
0.5,256,8.421973,4.210986,1.000000
0.5,257,6.483594,3.241797,1.000000
0.5,258,9.926656,4.963328,1.000000
0.5,259,8.426663,4.213331,1.000000
0.5,260,13.564879,6.782439,1.000000
0.5,261,4.248527,2.124264,1.000000
0.5,262,42.173761,21.086880,1.000000
0.5,263,23.648972,11.824486,1.000000
0.5,264,4.619460,2.309730,1.000000
0.5,265,6.036678,3.018339,1.000000
0.5,266,5.400646,2.700323,1.000000
0.5,267,5.412034,2.706017,1.000000
0.5,268,6.430642,3.245825,1.009487
0.5,269,22.538780,11.269390,1.000000
0.5,270,9.722099,4.861049,1.000000
0.5,271,17.776773,8.888387,1.000000
0.5,272,18.625638,9.312819,1.000000
0.5,273,102.563994,51.281997,1.000000
0.5,274,10.187896,5.093948,1.000000
0.5,275,13.059403,6.529701,1.000000
0.5,276,2.681019,1.341049,1.000402
0.5,277,10.385533,5.192767,1.000000
0.5,278,19.693742,9.846871,1.000000
0.5,279,10.326274,5.163137,1.000000
0.5,280,9.661034,4.830517,1.000000
0.5,281,11.420852,5.710426,1.000000
0.5,282,19.618173,9.809086,1.000000
0.5,283,13.449336,6.724668,1.000000
0.5,284,6.697381,3.348690,1.000000
0.5,285,12.555269,6.277634,1.000000
0.5,286,12.403776,6.201888,1.000000
0.5,287,19.594842,9.797421,1.000000
0.5,288,4.496626,2.260869,1.005585
0.5,289,1.658991,0.829496,1.000000
0.5,290,5.495992,2.747996,1.000000
0.5,291,7.177522,3.588761,1.000000
0.5,292,7.625091,3.812545,1.000000
0.5,293,2.209967,1.104984,1.000000
0.5,294,1.919003,0.980485,1.021869
0.5,295,4.911617,2.455808,1.000000
0.5,296,7.476442,3.738221,1.000000
0.5,297,18.680682,9.390929,1.005416
0.5,298,8.173948,4.086974,1.000000
0.5,299,5.090294,2.545147,1.000000
0.8,0,28.683044,14.341522,1.000000
0.8,1,19.248236,9.624118,1.000000
0.8,2,32.035935,16.017967,1.000000
0.8,3,10.844563,5.422282,1.000000
0.8,4,21.225886,10.612943,1.000000
0.8,5,14.507938,7.253969,1.000000
0.8,6,24.442532,12.221266,1.000000
0.8,7,18.009344,9.039030,1.003816
0.8,8,14.120877,7.078816,1.002603
0.8,9,19.937654,9.968827,1.000000
0.8,10,14.837190,7.418595,1.000000
0.8,11,25.432694,12.826485,1.008661
0.8,12,23.606129,11.803065,1.000000
0.8,13,50.194502,25.097251,1.000000
0.8,14,32.584996,16.292498,1.000000
0.8,15,16.148365,8.074183,1.000000
0.8,16,26.532921,13.379951,1.008555
0.8,17,23.465556,11.732778,1.000000
0.8,18,12.737349,6.368674,1.000000
0.8,19,17.637505,8.818753,1.000000
0.8,20,16.565246,8.282623,1.000000
0.8,21,14.411119,7.205559,1.000000
0.8,22,19.661423,9.830711,1.000000
0.8,23,11.450874,5.725437,1.000000
0.8,24,11.619756,5.809878,1.000000
0.8,25,36.437144,18.218572,1.000000
0.8,26,19.448200,9.724100,1.000000
0.8,27,15.325781,7.662890,1.000000
0.8,28,15.709930,7.854965,1.000000
0.8,29,27.494944,13.747472,1.000000
0.8,30,6.671407,3.335703,1.000000
0.8,31,35.315389,17.657695,1.000000
0.8,32,18.815579,9.407789,1.000000
0.8,33,22.071325,11.035663,1.000000
0.8,34,20.137228,10.068614,1.000000
0.8,35,8.166322,4.083161,1.000000
0.8,36,0.952369,0.476783,1.001256
0.8,37,41.981113,20.990556,1.000000
0.8,38,1.829241,0.914620,1.000000
0.8,39,13.488558,6.744279,1.000000
0.8,40,35.170667,17.585333,1.000000
0.8,41,4.668328,2.334164,1.000000
0.8,42,14.097206,7.048603,1.000000
0.8,43,21.413106,10.795505,1.008308
0.8,44,18.248464,9.124232,1.000000
0.8,45,14.656014,7.328007,1.000000
0.8,46,37.920165,18.960083,1.000000
0.8,47,13.278214,6.639107,1.000000
0.8,48,9.956668,4.978334,1.000000
0.8,49,12.735705,6.367853,1.000000
0.8,50,17.806417,8.904645,1.000161
0.8,51,5.094043,2.547022,1.000000
0.8,52,43.218928,21.609464,1.000000
0.8,53,18.173515,9.096311,1.001051
0.8,54,38.247037,19.194495,1.003711
0.8,55,3.379176,1.689588,1.000000
0.8,56,25.749334,13.013545,1.010787
0.8,57,42.738207,21.369104,1.000000
0.8,58,19.126084,9.563965,1.000097
0.8,59,31.964046,15.982023,1.000000
0.8,60,32.470748,16.235374,1.000000
0.8,61,20.106545,10.053273,1.000000
0.8,62,20.122692,10.061346,1.000000
0.8,63,49.066246,24.533123,1.000000
0.8,64,10.840416,5.518033,1.018048
0.8,65,32.328222,16.164111,1.000000
0.8,66,7.603156,3.840320,1.010191
0.8,67,4.221957,2.110978,1.000000
0.8,68,72.803740,36.401870,1.000000
0.8,69,29.699222,14.849611,1.000000
0.8,70,9.755623,4.879346,1.000315
0.8,71,63.021219,31.510610,1.000000
0.8,72,10.652396,5.326198,1.000000
0.8,73,25.830057,12.915028,1.000000
0.8,74,33.500617,16.750308,1.000000
0.8,75,27.272075,13.636037,1.000000
0.8,76,13.335557,6.678515,1.001610
0.8,77,18.193534,9.096767,1.000000
0.8,78,51.015760,25.507880,1.000000
0.8,79,13.262945,6.635371,1.000588
0.8,80,11.535432,5.810891,1.007486
0.8,81,24.552580,12.276290,1.000000
0.8,82,20.596151,10.298075,1.000000
0.8,83,7.421997,3.710999,1.000000
0.8,84,22.989951,11.494975,1.000000
0.8,85,1.231125,0.615562,1.000000
0.8,86,12.154207,6.138138,1.010043
0.8,87,14.217192,7.108596,1.000000
0.8,88,6.925339,3.462669,1.000000
0.8,89,10.398391,5.199195,1.000000
0.8,90,7.466385,3.733236,1.000012
0.8,91,10.015044,5.007522,1.000000
0.8,92,21.790017,10.895008,1.000000
0.8,93,26.950107,13.475054,1.000000
0.8,94,27.303380,13.679949,1.002070
0.8,95,29.814284,14.907142,1.000000
0.8,96,28.526089,14.263045,1.000000
0.8,97,41.519240,20.759620,1.000000
0.8,98,10.360246,5.205605,1.004919
0.8,99,14.034238,7.017119,1.000000
0.8,100,14.567159,7.283579,1.000000
0.8,101,38.978473,19.489237,1.000000
0.8,102,24.232412,12.116206,1.000000
0.8,103,13.300964,6.655389,1.000738
0.8,104,23.435644,11.717822,1.000000
0.8,105,8.135286,4.067643,1.000000
0.8,106,27.175108,14.203511,1.045332
0.8,107,6.203091,3.101545,1.000000
0.8,108,20.580480,10.290240,1.000000
0.8,109,40.200076,20.100503,1.000023
0.8,110,15.063031,7.531516,1.000000
0.8,111,14.339375,7.172742,1.000426
0.8,112,24.558008,12.279004,1.000000
0.8,113,13.866233,6.943930,1.001560
0.8,114,19.297931,9.648965,1.000000
0.8,115,40.591467,20.295733,1.000000
0.8,116,22.709679,11.354840,1.000000
0.8,117,12.325158,6.199942,1.006063
0.8,118,19.492134,9.746067,1.000000
0.8,119,41.332974,20.666487,1.000000
0.8,120,9.245261,4.622631,1.000000
0.8,121,39.794021,19.897010,1.000000
0.8,122,10.153270,5.076635,1.000000
0.8,123,10.972856,5.486428,1.000000
0.8,124,17.912805,8.956402,1.000000
0.8,125,30.499297,15.249648,1.000000
0.8,126,42.554476,21.277238,1.000000
0.8,127,17.111494,8.599992,1.005171
0.8,128,36.850838,18.425419,1.000000
0.8,129,9.699211,4.849606,1.000000
0.8,130,42.218388,21.109194,1.000000
0.8,131,24.696610,12.348305,1.000000
0.8,132,12.424333,6.212167,1.000000
0.8,133,9.406910,4.703455,1.000000
0.8,134,6.044327,3.035923,1.004553
0.8,135,62.534710,31.267355,1.000000
0.8,136,31.062724,15.531362,1.000000
0.8,137,14.787480,7.393740,1.000000
0.8,138,11.052893,5.526447,1.000000
0.8,139,8.325233,4.162616,1.000000
0.8,140,27.984803,13.992401,1.000000
0.8,141,10.342398,5.171199,1.000000
0.8,142,62.741960,31.370980,1.000000
0.8,143,4.541763,2.270882,1.000000
0.8,144,5.523104,3.043168,1.101978
0.8,145,7.724843,4.140383,1.071966
0.8,146,28.422221,14.352639,1.009959
0.8,147,27.616596,13.808298,1.000000
0.8,148,16.033376,8.016688,1.000000
0.8,149,17.255115,8.627558,1.000000
0.8,150,25.024695,12.752219,1.019171
0.8,151,7.881877,3.986043,1.011445
0.8,152,17.176654,8.588327,1.000000
0.8,153,7.171071,3.585535,1.000000
0.8,154,20.293231,10.146615,1.000000
0.8,155,14.021655,7.010827,1.000000
0.8,156,2.504636,1.252318,1.000000
0.8,157,3.680615,1.941799,1.055149
0.8,158,10.144345,5.072173,1.000000
0.8,159,18.877225,9.476467,1.004011
0.8,160,11.195574,5.597787,1.000000
0.8,161,18.626156,9.313078,1.000000
0.8,162,47.875123,23.937561,1.000000
0.8,163,57.897711,28.948855,1.000000
0.8,164,17.214001,8.607001,1.000000
0.8,165,10.471975,5.235987,1.000000
0.8,166,10.166541,5.083271,1.000000
0.8,167,81.346637,40.673319,1.000000
0.8,168,10.606883,5.303442,1.000000
0.8,169,18.248522,9.124261,1.000000
0.8,170,4.951771,2.476054,1.000068
0.8,171,18.995824,9.497912,1.000000
0.8,172,13.820382,6.910191,1.000000
0.8,173,25.868453,12.934227,1.000000
0.8,174,7.563031,3.781516,1.000000
0.8,175,14.174895,7.087447,1.000000
0.8,176,13.347615,6.673807,1.000000
0.8,177,46.506127,23.253063,1.000000
0.8,178,19.521994,9.760997,1.000000
0.8,179,13.805953,6.902976,1.000000
0.8,180,27.176889,13.588444,1.000000
0.8,181,14.875444,7.437722,1.000000
0.8,182,5.162108,2.581054,1.000000
0.8,183,3.692043,1.943497,1.052803
0.8,184,11.493647,5.746824,1.000000
0.8,185,24.906319,12.453159,1.000000
0.8,186,14.325777,7.162889,1.000000
0.8,187,7.428519,3.714260,1.000000
0.8,188,23.564804,11.782402,1.000000
0.8,189,24.565475,12.282738,1.000000
0.8,190,29.460970,14.730485,1.000000
0.8,191,12.120664,6.060332,1.000000
0.8,192,30.146634,15.073317,1.000000
0.8,193,11.614192,5.807096,1.000000
0.8,194,32.038751,16.019376,1.000000
0.8,195,11.616778,5.808389,1.000000
0.8,196,8.562833,4.284057,1.000617
0.8,197,6.890714,3.445357,1.000000
0.8,198,7.556896,3.778448,1.000000
0.8,199,12.893934,6.446967,1.000000
0.8,200,31.402938,15.701469,1.000000
0.8,201,22.633968,11.316984,1.000000
0.8,202,8.111626,4.056485,1.000166
0.8,203,8.910957,4.455479,1.000000
0.8,204,9.882334,4.941167,1.000000
0.8,205,16.176427,8.315016,1.028041
0.8,206,19.735474,9.867737,1.000000
0.8,207,15.715050,7.871384,1.001764
0.8,208,6.461370,3.230685,1.000000
0.8,209,12.945195,6.484527,1.001843
0.8,210,29.415523,14.708731,1.000066
0.8,211,17.348923,8.674461,1.000000
0.8,212,10.749804,5.550480,1.032666
0.8,213,40.229718,20.114859,1.000000
0.8,214,2.493781,1.248491,1.001284
0.8,215,12.991714,6.502319,1.000995
0.8,216,20.496466,10.273593,1.002475
0.8,217,20.069107,10.034554,1.000000
0.8,218,27.470290,13.735145,1.000000
0.8,219,49.825553,24.912776,1.000000
0.8,220,6.932372,3.466186,1.000000
0.8,221,9.844884,4.922442,1.000000
0.8,222,8.897349,4.474136,1.005723
0.8,223,9.687521,4.843760,1.000000
0.8,224,8.092585,4.046292,1.000000
0.8,225,11.414363,5.707181,1.000000
0.8,226,11.767572,5.883786,1.000000
0.8,227,28.216639,14.108320,1.000000
0.8,228,44.021537,22.010768,1.000000
0.8,229,21.000828,10.500414,1.000000
0.8,230,14.297238,7.148619,1.000000
0.8,231,14.439273,7.219636,1.000000
0.8,232,15.369909,7.684955,1.000000
0.8,233,15.984933,7.992466,1.000000
0.8,234,14.658583,7.329291,1.000000
0.8,235,16.506979,8.253490,1.000000
0.8,236,24.686010,12.349345,1.000514
0.8,237,10.883269,5.441635,1.000000
0.8,238,15.005199,7.502599,1.000000
0.8,239,4.116353,2.058176,1.000000
0.8,240,27.078637,13.539318,1.000000
0.8,241,23.161855,11.580927,1.000000
0.8,242,34.370846,17.185423,1.000000
0.8,243,6.467426,3.233713,1.000000
0.8,244,33.866644,16.933322,1.000000
0.8,245,11.261007,5.630503,1.000000
0.8,246,21.048726,10.524363,1.000000
0.8,247,5.596575,2.801882,1.001285
0.8,248,3.528576,1.764288,1.000000
0.8,249,15.944727,7.972363,1.000000
0.8,250,32.907477,16.453738,1.000000
0.8,251,45.638887,22.819444,1.000000
0.8,252,16.861139,8.430570,1.000000
0.8,253,24.374677,12.187338,1.000000
0.8,254,15.592903,7.796451,1.000000
0.8,255,32.113798,16.056899,1.000000
0.8,256,14.246265,7.127562,1.000622
0.8,257,32.098602,16.049301,1.000000
0.8,258,3.765047,1.882524,1.000000
0.8,259,22.995161,11.497580,1.000000
0.8,260,5.930151,2.965076,1.000000
0.8,261,16.233310,8.116655,1.000000
0.8,262,22.804792,11.402396,1.000000
0.8,263,14.330717,7.224334,1.008231
0.8,264,14.807717,7.482342,1.010600
0.8,265,24.605136,12.302568,1.000000
0.8,266,47.182533,23.591266,1.000000
0.8,267,16.760803,8.380402,1.000000
0.8,268,59.766077,29.883038,1.000000
0.8,269,15.597582,7.798791,1.000000
0.8,270,27.040290,13.520145,1.000000
0.8,271,28.816168,14.408084,1.000000
0.8,272,31.574750,15.787375,1.000000
0.8,273,8.345966,4.172983,1.000000
0.8,274,9.013844,4.506922,1.000000
0.8,275,24.015490,12.007745,1.000000
0.8,276,11.514346,5.757173,1.000000
0.8,277,25.375010,12.687505,1.000000
0.8,278,2.759270,1.379635,1.000000
0.8,279,3.886599,2.059539,1.059816
0.8,280,11.197203,5.598602,1.000000
0.8,281,20.351391,10.429125,1.024905
0.8,282,5.555957,2.777979,1.000000
0.8,283,19.672839,9.836419,1.000000
0.8,284,20.812043,10.406021,1.000000
0.8,285,15.384204,7.692102,1.000000
0.8,286,16.243141,8.125244,1.000452
0.8,287,11.885599,5.942800,1.000000
0.8,288,4.098570,2.049285,1.000000
0.8,289,26.776872,13.388436,1.000000
0.8,290,37.242006,18.621003,1.000000
0.8,291,5.439567,2.719784,1.000000
0.8,292,23.416003,11.708002,1.000000
0.8,293,21.753947,10.876974,1.000000
0.8,294,15.226947,7.613474,1.000000
0.8,295,45.680684,22.840342,1.000000
0.8,296,9.798584,4.899292,1.000000
0.8,297,11.898295,5.949147,1.000000
0.8,298,10.487972,5.243986,1.000000
0.8,299,24.123404,12.061702,1.000000
1.0,0,18.407417,9.203709,1.000000
1.0,1,37.343200,18.671600,1.000000
1.0,2,28.787651,14.394487,1.000046
1.0,3,36.089205,18.044602,1.000000
1.0,4,49.386218,24.693109,1.000000
1.0,5,16.838942,8.419471,1.000000
1.0,6,32.165221,16.082611,1.000000
1.0,7,29.093418,14.546709,1.000000
1.0,8,20.238628,10.119314,1.000000
1.0,9,2.799983,1.424804,1.017723
1.0,10,36.094644,18.047322,1.000000
1.0,11,6.015791,3.007895,1.000000
1.0,12,49.960749,24.980374,1.000000
1.0,13,47.992687,23.999109,1.000115
1.0,14,2.825455,1.528322,1.081824
1.0,15,22.288515,11.144258,1.000000
1.0,16,35.701636,17.882774,1.001790
1.0,17,13.365315,6.724039,1.006192
1.0,18,30.746354,15.373177,1.000000
1.0,19,17.221234,8.610617,1.000000
1.0,20,68.694888,34.347444,1.000000
1.0,21,53.286059,26.643029,1.000000
1.0,22,32.413079,16.206539,1.000000
1.0,23,7.464413,3.732207,1.000000
1.0,24,12.136946,6.077376,1.001467
1.0,25,20.245549,10.635240,1.050625
1.0,26,34.898672,17.449336,1.000000
1.0,27,4.680216,2.340108,1.000000
1.0,28,68.343687,34.171844,1.000000
1.0,29,49.244579,24.622290,1.000000
1.0,30,54.986850,27.493425,1.000000
1.0,31,32.287288,16.143644,1.000000
1.0,32,21.730355,10.865178,1.000000
1.0,33,19.759083,9.879541,1.000000
1.0,34,24.770467,12.385233,1.000000
1.0,35,27.086107,13.543054,1.000000
1.0,36,0.828173,0.414087,1.000000
1.0,37,53.361102,26.680551,1.000000
1.0,38,32.013301,16.006650,1.000000
1.0,39,6.387530,3.193765,1.000000
1.0,40,39.389430,19.694715,1.000000
1.0,41,23.634865,11.817433,1.000000
1.0,42,11.163387,5.581694,1.000000
1.0,43,18.922080,9.461040,1.000000
1.0,44,12.642944,6.324370,1.000458
1.0,45,19.957348,9.978674,1.000000
1.0,46,7.463665,3.733410,1.000423
1.0,47,15.705834,7.852917,1.000000
1.0,48,25.786607,12.893304,1.000000
1.0,49,20.839024,10.420084,1.000055
1.0,50,12.938090,6.469045,1.000000
1.0,51,19.744055,9.872028,1.000000
1.0,52,54.156099,27.078050,1.000000
1.0,53,32.560914,16.280457,1.000000
1.0,54,16.548455,8.280507,1.000759
1.0,55,14.570853,7.310069,1.003382
1.0,56,6.421402,3.210701,1.000000
1.0,57,24.751416,12.375708,1.000000
1.0,58,34.395245,17.197623,1.000000
1.0,59,9.213412,4.606706,1.000000
1.0,60,19.892385,9.946192,1.000000
1.0,61,3.627586,1.813793,1.000000
1.0,62,19.057142,9.528571,1.000000
1.0,63,42.297414,21.148707,1.000000
1.0,64,16.242542,8.121271,1.000000
1.0,65,51.680722,25.840361,1.000000
1.0,66,50.370874,25.185437,1.000000
1.0,67,45.330581,22.665290,1.000000
1.0,68,26.743187,13.371594,1.000000
1.0,69,51.915329,25.957665,1.000000
1.0,70,35.611310,17.805655,1.000000
1.0,71,10.363112,5.181556,1.000000
1.0,72,2.661393,1.330696,1.000000
1.0,73,46.311211,23.155605,1.000000
1.0,74,28.389994,14.194997,1.000000
1.0,75,10.170846,5.085423,1.000000
1.0,76,40.271132,20.135566,1.000000
1.0,77,37.861679,18.930839,1.000000
1.0,78,25.327697,13.003324,1.026807
1.0,79,48.544262,24.272131,1.000000
1.0,80,5.493422,2.746711,1.000000
1.0,81,13.232014,6.625856,1.001489
1.0,82,15.685818,7.842909,1.000000
1.0,83,64.899984,32.449992,1.000000
1.0,84,12.807709,6.403855,1.000000
1.0,85,24.682533,12.378082,1.002983
1.0,86,26.425396,13.212698,1.000000
1.0,87,10.749110,5.374555,1.000000
1.0,88,20.879608,10.439804,1.000000
1.0,89,26.103619,13.051809,1.000000
1.0,90,64.984208,32.492104,1.000000
1.0,91,21.646160,11.351841,1.048855
1.0,92,4.607642,2.303821,1.000000
1.0,93,31.459157,15.729579,1.000000
1.0,94,46.443957,23.221979,1.000000
1.0,95,36.294676,18.282748,1.007462
1.0,96,41.572613,20.788013,1.000082
1.0,97,33.712573,16.856286,1.000000
1.0,98,16.404051,8.202026,1.000000
1.0,99,18.773569,9.386784,1.000000
1.0,100,20.807065,10.403532,1.000000
1.0,101,44.606865,22.303433,1.000000
1.0,102,12.788269,6.394135,1.000000
1.0,103,22.512856,11.256428,1.000000
1.0,104,6.648862,3.324431,1.000000
1.0,105,13.291761,6.645880,1.000000
1.0,106,40.850924,20.425462,1.000000
1.0,107,26.151915,13.075957,1.000000
1.0,108,19.779312,9.889656,1.000000
1.0,109,17.675192,8.837596,1.000000
1.0,110,33.504124,16.752062,1.000000
1.0,111,54.279742,27.139871,1.000000
1.0,112,9.396658,4.698329,1.000000
1.0,113,11.903087,5.951544,1.000000
1.0,114,20.236108,10.118054,1.000000
1.0,115,7.331605,3.665803,1.000000
1.0,116,13.148548,6.574274,1.000000
1.0,117,42.399347,21.199673,1.000000
1.0,118,31.131989,15.565994,1.000000
1.0,119,11.601958,5.800979,1.000000
1.0,120,18.383184,9.191592,1.000000
1.0,121,36.422646,18.211323,1.000000
1.0,122,25.144918,12.572459,1.000000
1.0,123,32.640477,16.320239,1.000000
1.0,124,25.371548,12.685774,1.000000
