N,scene_idx,D_m,D_ref_m,R_star_m,R_star_ref_m,q,q_ref
256,224,10.353410,10.353410,5.176705,5.176705,1.000000,1.000000
256,225,45.697906,45.594005,22.848953,22.797002,1.000000,1.000000
256,226,29.577055,29.577055,14.788527,14.788527,1.000000,1.000000
256,227,28.012776,28.012776,14.006388,14.006388,1.000000,1.000000
256,228,11.322370,11.322370,5.661185,5.661185,1.000000,1.000000
256,229,35.326367,35.326367,17.663183,17.663183,1.000000,1.000000
256,230,28.455508,28.455508,14.227754,14.227754,1.000000,1.000000
256,231,113.117444,113.117444,56.558722,56.558722,1.000000,1.000000
256,232,80.441957,80.441957,40.220979,40.220979,1.000000,1.000000
256,233,56.320474,56.320474,28.160237,28.160237,1.000000,1.000000
256,234,27.133795,27.133795,13.566898,13.566898,1.000000,1.000000
256,235,44.026652,44.026652,22.013326,22.013326,1.000000,1.000000
256,236,11.404064,11.404064,5.702032,5.702032,1.000000,1.000000
256,237,54.125177,54.125177,27.062589,27.062589,1.000000,1.000000
256,238,14.895042,14.895042,7.447521,7.447521,1.000000,1.000000
256,239,38.119324,38.119324,19.059662,19.059662,1.000000,1.000000
256,240,13.080801,13.080801,6.540400,6.540400,1.000000,1.000000
256,241,9.004691,9.004691,4.604753,4.604753,1.022745,1.022745
256,242,22.340678,22.340678,11.170339,11.170339,1.000000,1.000000
256,243,117.105491,117.105491,58.552745,58.552745,1.000000,1.000000
256,244,13.979348,13.979348,6.989674,6.989674,1.000000,1.000000
256,245,17.515551,17.515551,8.757776,8.757776,1.000000,1.000000
256,246,38.914256,38.914256,19.457128,19.457128,1.000000,1.000000
256,247,19.123005,19.123005,9.561503,9.561503,1.000000,1.000000
256,248,13.181754,13.181754,6.590877,6.590877,1.000000,1.000000
256,249,57.736272,57.736272,28.868136,28.868136,1.000000,1.000000
512,0,55.328518,55.328518,27.664259,27.664259,1.000000,1.000000
512,1,96.754550,96.754550,48.377275,48.377275,1.000000,1.000000
512,2,44.440058,44.440058,22.220029,22.220029,1.000000,1.000000
512,3,12.789796,12.789796,6.394898,6.394898,1.000000,1.000000
512,4,13.646427,13.646427,6.823213,6.823213,1.000000,1.000000
512,5,53.488466,53.488466,26.744233,26.744233,1.000000,1.000000
512,6,11.215961,11.215961,5.608708,5.608708,1.000130,1.000130
512,7,30.117083,30.117083,15.058542,15.058542,1.000000,1.000000
512,8,39.305786,39.305786,19.652893,19.652893,1.000000,1.000000
512,9,54.435027,54.435027,27.217513,27.217513,1.000000,1.000000
512,10,20.748056,20.748056,10.457007,10.457007,1.007999,1.007999
512,11,18.815016,18.815016,9.407508,9.407508,1.000000,1.000000
512,12,10.792326,10.792326,5.396163,5.396163,1.000000,1.000000
512,13,4.393735,4.393735,2.196868,2.196868,1.000000,1.000000
512,14,28.775258,28.775258,14.387629,14.387629,1.000000,1.000000
512,15,3.162657,3.162657,1.623491,1.623491,1.026663,1.026663
512,16,25.244063,25.244063,12.622031,12.622031,1.000000,1.000000
512,17,86.823637,86.810892,43.411819,43.405446,1.000000,1.000000
512,18,34.439693,34.439693,17.320015,17.320015,1.005817,1.005817
512,19,66.436223,66.436223,33.218112,33.218112,1.000000,1.000000
512,20,10.686944,10.686944,5.343472,5.343472,1.000000,1.000000
512,21,18.382004,18.382004,9.191002,9.191002,1.000000,1.000000
512,22,37.022550,37.022550,18.511275,18.511275,1.000000,1.000000
512,23,36.335415,36.335415,18.167707,18.167707,1.000000,1.000000
512,24,16.004048,16.004048,8.002024,8.002024,1.000000,1.000000
512,25,4.518127,4.518127,2.274688,2.274688,1.006916,1.006916
512,26,61.809079,61.809079,30.904539,30.904539,1.000000,1.000000
512,27,32.654603,32.654603,16.327302,16.327302,1.000000,1.000000
512,28,25.564040,25.564040,12.782020,12.782020,1.000000,1.000000
512,29,30.906809,30.906809,16.002658,16.002658,1.035543,1.035543
512,30,252.858054,252.857141,126.429027,126.428571,1.000000,1.000000
512,31,26.574526,26.574526,13.287263,13.287263,1.000000,1.000000
512,32,59.352967,59.352967,29.676484,29.676484,1.000000,1.000000
512,33,31.854774,31.854774,15.927387,15.927387,1.000000,1.000000
512,34,41.622532,41.622532,20.811266,20.811266,1.000000,1.000000
512,35,19.338517,19.338517,9.669259,9.669259,1.000000,1.000000
512,36,61.499265,61.499265,30.749632,30.749632,1.000000,1.000000
512,37,41.322728,41.322728,20.661364,20.661364,1.000000,1.000000
512,38,16.705523,16.705523,8.562607,8.562607,1.025123,1.025123
512,39,0.841920,0.841920,0.420960,0.420960,1.000000,1.000000
512,40,23.299302,23.299302,11.649651,11.649651,1.000000,1.000000
512,41,9.589048,9.589048,4.794524,4.794524,1.000000,1.000000
512,42,23.492947,23.492947,11.746473,11.746473,1.000000,1.000000
512,43,30.058940,30.058940,15.029470,15.029470,1.000000,1.000000
512,44,22.014692,22.014692,11.007346,11.007346,1.000000,1.000000
512,45,25.273059,25.273059,12.637253,12.637253,1.000057,1.000057
512,46,25.395536,25.395536,12.697768,12.697768,1.000000,1.000000
512,47,9.840210,9.840210,5.001612,5.001612,1.016566,1.016566
512,48,65.921613,65.921613,32.960806,32.960806,1.000000,1.000000
512,49,59.126253,59.126253,29.604717,29.603876,1.001407,1.001378
512,50,136.283979,136.283979,68.141989,68.141989,1.000000,1.000000
512,51,45.143505,45.143505,23.045487,23.045487,1.020988,1.020988
512,52,45.094400,45.094400,22.547200,22.547200,1.000000,1.000000
512,53,38.492334,38.492334,19.246167,19.246167,1.000000,1.000000
512,54,69.411585,69.411585,34.705793,34.705793,1.000000,1.000000
512,55,27.459143,27.449535,13.729572,13.724767,1.000000,1.000000
512,56,25.672884,25.672884,12.836442,12.836442,1.000000,1.000000
512,57,33.615196,33.615196,16.807598,16.807598,1.000000,1.000000
512,58,45.268384,45.268384,22.634192,22.634192,1.000000,1.000000
512,59,17.871118,17.871118,8.935559,8.935559,1.000000,1.000000
512,60,46.471570,46.471570,23.235785,23.235785,1.000000,1.000000
512,61,59.770727,59.766269,29.885364,29.883134,1.000000,1.000000
512,62,8.954748,8.954748,4.477374,4.477374,1.000000,1.000000
512,63,29.384372,29.384372,14.692186,14.692186,1.000000,1.000000
512,64,58.906347,58.903523,29.453173,29.451762,1.000000,1.000000
512,65,73.519651,73.519651,36.759825,36.759825,1.000000,1.000000
512,66,4.692501,4.692501,2.347271,2.347271,1.000435,1.000435
512,67,8.109933,8.109933,4.054966,4.054966,1.000000,1.000000
512,68,132.819140,132.819140,66.409570,66.409570,1.000000,1.000000
512,69,7.973745,7.973745,4.043888,4.043888,1.014301,1.014301
512,70,28.721334,28.721334,14.360667,14.360667,1.000000,1.000000
512,71,20.972215,20.972215,10.486108,10.486108,1.000000,1.000000
512,72,39.040402,39.040402,19.520201,19.520201,1.000000,1.000000
512,73,15.367949,15.367949,7.683974,7.683974,1.000000,1.000000
512,74,46.160205,46.160205,23.080102,23.080102,1.000000,1.000000
512,75,13.398184,13.398184,6.699092,6.699092,1.000000,1.000000
512,76,21.941573,21.941573,10.970787,10.970787,1.000000,1.000000
512,77,19.928088,19.928088,9.964044,9.964044,1.000000,1.000000
512,78,30.810725,30.810725,15.405362,15.405362,1.000000,1.000000
512,79,12.636020,12.636020,6.318010,6.318010,1.000000,1.000000
512,80,64.371822,64.371822,32.185911,32.185911,1.000000,1.000000
512,81,36.285200,36.285200,18.170046,18.170046,1.001513,1.001513
512,82,11.851353,11.851353,5.925676,5.925676,1.000000,1.000000
512,83,61.674407,61.661974,30.837203,30.830987,1.000000,1.000000
512,84,17.388550,17.388550,8.694275,8.694275,1.000000,1.000000
512,85,29.186433,29.186433,14.741829,14.741829,1.010184,1.010184
512,86,81.144316,81.144316,40.572158,40.572158,1.000000,1.000000
512,87,21.928633,21.928633,10.964316,10.964316,1.000000,1.000000
512,88,41.449345,41.419658,20.724673,20.709829,1.000000,1.000000
512,89,75.153552,75.153552,37.576776,37.576776,1.000000,1.000000
512,90,26.629706,26.629706,13.314853,13.314853,1.000000,1.000000
512,91,28.341088,28.341088,14.170544,14.170544,1.000000,1.000000
512,92,10.603142,10.603142,5.301571,5.301571,1.000000,1.000000
512,93,7.793288,7.793288,4.021761,4.021761,1.032109,1.032109
512,94,44.369610,44.369610,22.184805,22.184805,1.000000,1.000000
512,95,23.226159,23.226159,11.613079,11.613079,1.000000,1.000000
512,96,68.924593,68.924593,34.462296,34.462296,1.000000,1.000000
512,97,15.245564,15.245564,7.622782,7.622782,1.000000,1.000000
512,98,49.787380,49.787380,24.893690,24.893690,1.000000,1.000000
512,99,1.759913,1.759913,0.879956,0.879956,1.000000,1.000000
512,100,26.791612,26.791612,13.395806,13.395806,1.000000,1.000000
512,101,20.345975,20.345975,10.301955,10.301955,1.012677,1.012677
512,102,15.797370,15.797370,7.898685,7.898685,1.000000,1.000000
512,103,38.775105,38.775105,19.387553,19.387553,1.000000,1.000000
512,104,138.199825,138.199825,69.099912,69.099912,1.000000,1.000000
512,105,36.352216,36.352216,18.176108,18.176108,1.000000,1.000000
512,106,27.412736,27.412736,13.706368,13.706368,1.000000,1.000000
512,107,22.620712,22.620712,11.310356,11.310356,1.000000,1.000000
512,108,5.309070,5.309070,2.654535,2.654535,1.000000,1.000000
512,109,260.508758,260.508758,130.254379,130.254379,1.000000,1.000000
512,110,33.970779,33.970779,16.985390,16.985390,1.000000,1.000000
512,111,11.226473,11.226473,5.613237,5.613237,1.000000,1.000000
512,112,25.903089,25.903089,12.951545,12.951545,1.000000,1.000000
512,113,15.653416,15.653416,7.826708,7.826708,1.000000,1.000000
512,114,31.208376,31.208376,15.604188,15.604188,1.000000,1.000000
512,115,36.480391,36.480391,18.240195,18.240195,1.000000,1.000000
512,116,193.759092,193.759092,96.879546,96.879546,1.000000,1.000000
512,117,20.183909,20.183909,10.091954,10.091954,1.000000,1.000000
512,118,34.638643,34.638643,17.323815,17.323815,1.000259,1.000259
512,119,40.028641,40.028641,20.014321,20.014321,1.000000,1.000000
512,120,3.108681,3.108681,1.554341,1.554341,1.000000,1.000000
512,121,9.796183,9.796183,4.898091,4.898091,1.000000,1.000000
512,122,93.631565,93.631565,46.815783,46.815783,1.000000,1.000000
512,123,7.565597,7.565597,3.782798,3.782798,1.000000,1.000000
512,124,35.827145,35.827145,17.913572,17.913572,1.000000,1.000000
512,125,25.737579,25.737579,12.868790,12.868790,1.000000,1.000000
512,126,28.804380,28.804380,14.448341,14.448341,1.003204,1.003204
512,127,26.908152,26.908152,13.454076,13.454076,1.000000,1.000000
512,128,15.970116,15.970116,7.985058,7.985058,1.000000,1.000000
512,129,17.492095,17.492095,8.746048,8.746048,1.000000,1.000000
512,130,26.980075,26.980075,13.490037,13.490037,1.000000,1.000000
512,131,22.713473,22.713473,11.356737,11.356737,1.000000,1.000000
512,132,16.597621,16.597621,8.334103,8.334103,1.004253,1.004253
512,133,17.464226,17.464226,8.732113,8.732113,1.000000,1.000000
512,134,42.491912,42.491912,21.245956,21.245956,1.000000,1.000000
512,135,32.070578,32.070578,16.035289,16.035289,1.000000,1.000000
512,136,16.025414,16.025414,8.012707,8.012707,1.000000,1.000000
512,137,33.226981,33.226981,16.613491,16.613491,1.000000,1.000000
512,138,18.521570,18.521570,9.260785,9.260785,1.000000,1.000000
512,139,36.328330,36.328330,18.164165,18.164165,1.000000,1.000000
512,140,47.206734,47.206734,23.603367,23.603367,1.000000,1.000000
512,141,14.473740,14.473740,7.268246,7.268246,1.004336,1.004336
512,142,5.290657,5.290657,2.651390,2.651390,1.002291,1.002291
512,143,19.388660,19.388660,9.694330,9.694330,1.000000,1.000000
512,144,24.800567,24.800567,12.400284,12.400284,1.000000,1.000000
512,145,96.008070,96.008070,48.004035,48.004035,1.000000,1.000000
512,146,11.562530,11.562530,5.820246,5.820246,1.006743,1.006743
512,147,16.200410,16.200410,8.100205,8.100205,1.000000,1.000000
512,148,50.147782,50.147782,25.073891,25.073891,1.000000,1.000000
512,149,15.636871,15.636871,7.818435,7.818435,1.000000,1.000000
512,150,413.567197,413.567197,206.783599,206.783599,1.000000,1.000000
512,151,39.862837,39.862837,19.931418,19.931418,1.000000,1.000000
512,152,84.783757,84.783757,42.391878,42.391878,1.000000,1.000000
512,153,18.243660,18.243660,9.121830,9.121830,1.000000,1.000000
512,154,37.853384,37.853384,18.926692,18.926692,1.000000,1.000000
512,155,3.501501,3.501501,1.750750,1.750750,1.000000,1.000000
512,156,7.962410,7.962410,3.982158,3.982158,1.000239,1.000239
512,157,4.433186,4.433186,2.216593,2.216593,1.000000,1.000000
512,158,31.696123,31.696123,15.848062,15.848062,1.000000,1.000000
512,159,56.650584,56.650584,28.325292,28.325292,1.000000,1.000000
512,160,11.069909,11.069909,5.593901,5.593901,1.010650,1.010650
512,161,29.498145,29.498145,14.749072,14.749072,1.000000,1.000000
512,162,108.633057,108.633057,54.316529,54.316529,1.000000,1.000000
512,163,36.131219,36.131219,18.065609,18.065609,1.000000,1.000000
512,164,15.618723,15.618723,7.809362,7.809362,1.000000,1.000000
512,165,26.906170,26.906170,13.453085,13.453085,1.000000,1.000000
512,166,48.538075,48.538075,24.269037,24.269037,1.000000,1.000000
512,167,8.931870,8.931870,4.465935,4.465935,1.000000,1.000000
512,168,7.278977,7.278977,3.639489,3.639489,1.000000,1.000000
512,169,8.550181,8.550181,4.275090,4.275090,1.000000,1.000000
512,170,14.134880,14.134880,7.094487,7.094487,1.003827,1.003827
512,171,1.730299,1.730299,0.865149,0.865149,1.000000,1.000000
512,172,14.424296,14.424296,7.381570,7.381570,1.023491,1.023491
512,173,566.270679,566.219504,283.135339,283.109752,1.000000,1.000000
512,174,16.874849,16.874849,8.437424,8.437424,1.000000,1.000000
512,175,68.599372,68.599372,34.299686,34.299686,1.000000,1.000000
512,176,13.262057,13.262057,6.631029,6.631029,1.000000,1.000000
512,177,76.446462,76.446462,38.223231,38.223231,1.000000,1.000000
512,178,3.596418,3.596418,1.800337,1.800337,1.001183,1.001183
512,179,6.684046,6.684046,3.342023,3.342023,1.000000,1.000000
512,180,6.921644,6.921644,3.460822,3.460822,1.000000,1.000000
512,181,29.306752,29.306752,14.653376,14.653376,1.000000,1.000000
512,182,22.734471,22.734471,11.368024,11.368024,1.000069,1.000069
512,183,29.415486,29.415486,14.707743,14.707743,1.000000,1.000000
512,184,10.149808,10.149808,5.085345,5.085345,1.002057,1.002057
512,185,17.062943,17.062943,8.531471,8.531471,1.000000,1.000000
512,186,10.290329,10.290329,5.167715,5.167715,1.004383,1.004383
512,187,53.986247,53.986247,26.993124,26.993124,1.000000,1.000000
512,188,50.164862,50.164862,25.082431,25.082431,1.000000,1.000000
512,189,25.936642,25.936642,12.968321,12.968321,1.000000,1.000000
512,190,9.555313,9.555313,4.777656,4.777656,1.000000,1.000000
512,191,3.177707,3.177707,1.627892,1.627892,1.024570,1.024570
512,192,83.041738,83.028383,41.520869,41.514192,1.000000,1.000000
512,193,29.238862,29.238862,14.619431,14.619431,1.000000,1.000000
512,194,38.078684,38.078684,19.039342,19.039342,1.000000,1.000000
512,195,7.600849,7.600849,3.800424,3.800424,1.000000,1.000000
512,196,62.329345,62.329345,31.164672,31.164672,1.000000,1.000000
512,197,57.118942,57.118942,28.559471,28.559471,1.000000,1.000000
512,198,18.555691,18.555691,9.277846,9.277846,1.000000,1.000000
512,199,62.102321,62.102321,31.051160,31.051160,1.000000,1.000000
512,200,32.292965,32.292965,16.399778,16.399778,1.015687,1.015687
512,201,39.351301,39.351301,19.675651,19.675651,1.000000,1.000000
512,202,74.519831,74.519831,37.259915,37.259915,1.000000,1.000000
512,203,186.725521,186.725521,93.362761,93.362761,1.000000,1.000000
512,204,84.768041,84.768041,42.384021,42.384021,1.000000,1.000000
512,205,11.285263,11.285263,5.642631,5.642631,1.000000,1.000000
512,206,6.812655,6.812655,3.406327,3.406327,1.000000,1.000000
512,207,37.416323,37.416323,18.708161,18.708161,1.000000,1.000000
512,208,53.021861,53.021861,26.510931,26.510931,1.000000,1.000000
512,209,13.324255,13.324255,6.662127,6.662127,1.000000,1.000000
512,210,401.796559,401.796559,200.898279,200.898279,1.000000,1.000000
512,211,2.777072,2.777072,1.388536,1.388536,1.000000,1.000000
512,212,10.901733,10.901733,5.450867,5.450867,1.000000,1.000000
512,213,78.394917,78.394917,39.197458,39.197458,1.000000,1.000000
512,214,11.508793,11.508793,5.915853,5.915853,1.028058,1.028058
512,215,8.541582,8.541582,4.270791,4.270791,1.000000,1.000000
512,216,17.955229,17.955229,8.977614,8.977614,1.000000,1.000000
512,217,18.944138,18.944138,9.472069,9.472069,1.000000,1.000000
512,218,25.968159,25.968159,12.984080,12.984080,1.000000,1.000000
512,219,17.129604,17.129604,8.564802,8.564802,1.000000,1.000000
512,220,36.779135,36.779135,18.389568,18.389568,1.000000,1.000000
512,221,24.086341,24.086341,12.043171,12.043171,1.000000,1.000000
512,222,23.488604,23.488604,11.744302,11.744302,1.000000,1.000000
512,223,10.695035,10.695035,5.347518,5.347518,1.000000,1.000000
512,224,10.353410,10.353410,5.176705,5.176705,1.000000,1.000000
512,225,45.594005,45.594005,22.797002,22.797002,1.000000,1.000000
512,226,29.577055,29.577055,14.788527,14.788527,1.000000,1.000000
512,227,28.012776,28.012776,14.006388,14.006388,1.000000,1.000000
512,228,11.322370,11.322370,5.661185,5.661185,1.000000,1.000000
512,229,35.326367,35.326367,17.663183,17.663183,1.000000,1.000000
512,230,28.455508,28.455508,14.227754,14.227754,1.000000,1.000000
512,231,113.117444,113.117444,56.558722,56.558722,1.000000,1.000000
512,232,80.441957,80.441957,40.220979,40.220979,1.000000,1.000000
512,233,56.320474,56.320474,28.160237,28.160237,1.000000,1.000000
512,234,27.133795,27.133795,13.566898,13.566898,1.000000,1.000000
512,235,44.026652,44.026652,22.013326,22.013326,1.000000,1.000000
512,236,11.404064,11.404064,5.702032,5.702032,1.000000,1.000000
512,237,54.125177,54.125177,27.062589,27.062589,1.000000,1.000000
512,238,14.895042,14.895042,7.447521,7.447521,1.000000,1.000000
512,239,38.119324,38.119324,19.059662,19.059662,1.000000,1.000000
512,240,13.080801,13.080801,6.540400,6.540400,1.000000,1.000000
512,241,9.004691,9.004691,4.604753,4.604753,1.022745,1.022745
512,242,22.340678,22.340678,11.170339,11.170339,1.000000,1.000000
512,243,117.105491,117.105491,58.552745,58.552745,1.000000,1.000000
512,244,13.979348,13.979348,6.989674,6.989674,1.000000,1.000000
512,245,17.515551,17.515551,8.757776,8.757776,1.000000,1.000000
512,246,38.914256,38.914256,19.457128,19.457128,1.000000,1.000000
512,247,19.123005,19.123005,9.561503,9.561503,1.000000,1.000000
512,248,13.181754,13.181754,6.590877,6.590877,1.000000,1.000000
512,249,57.736272,57.736272,28.868136,28.868136,1.000000,1.000000
1024,0,55.328518,55.328518,27.664259,27.664259,1.000000,1.000000
1024,1,96.754550,96.754550,48.377275,48.377275,1.000000,1.000000
1024,2,44.440058,44.440058,22.220029,22.220029,1.000000,1.000000
1024,3,12.789796,12.789796,6.394898,6.394898,1.000000,1.000000
1024,4,13.646427,13.646427,6.823213,6.823213,1.000000,1.000000
1024,5,53.488466,53.488466,26.744233,26.744233,1.000000,1.000000
1024,6,11.215961,11.215961,5.608708,5.608708,1.000130,1.000130
1024,7,30.117083,30.117083,15.058542,15.058542,1.000000,1.000000
1024,8,39.305786,39.305786,19.652893,19.652893,1.000000,1.000000
1024,9,54.435027,54.435027,27.217513,27.217513,1.000000,1.000000
1024,10,20.748056,20.748056,10.457007,10.457007,1.007999,1.007999
1024,11,18.815016,18.815016,9.407508,9.407508,1.000000,1.000000
1024,12,10.792326,10.792326,5.396163,5.396163,1.000000,1.000000
1024,13,4.393735,4.393735,2.196868,2.196868,1.000000,1.000000
1024,14,28.775258,28.775258,14.387629,14.387629,1.000000,1.000000
1024,15,3.162657,3.162657,1.623491,1.623491,1.026663,1.026663
1024,16,25.244063,25.244063,12.622031,12.622031,1.000000,1.000000
1024,17,86.813733,86.810892,43.406866,43.405446,1.000000,1.000000
1024,18,34.439693,34.439693,17.320015,17.320015,1.005817,1.005817
1024,19,66.436223,66.436223,33.218112,33.218112,1.000000,1.000000
1024,20,10.686944,10.686944,5.343472,5.343472,1.000000,1.000000
1024,21,18.382004,18.382004,9.191002,9.191002,1.000000,1.000000
1024,22,37.022550,37.022550,18.511275,18.511275,1.000000,1.000000
1024,23,36.335415,36.335415,18.167707,18.167707,1.000000,1.000000
1024,24,16.004048,16.004048,8.002024,8.002024,1.000000,1.000000
1024,25,4.518127,4.518127,2.274688,2.274688,1.006916,1.006916
1024,26,61.809079,61.809079,30.904539,30.904539,1.000000,1.000000
1024,27,32.654603,32.654603,16.327302,16.327302,1.000000,1.000000
1024,28,25.564040,25.564040,12.782020,12.782020,1.000000,1.000000
1024,29,30.906809,30.906809,16.002658,16.002658,1.035543,1.035543
1024,30,252.858054,252.857141,126.429027,126.428571,1.000000,1.000000
1024,31,26.574526,26.574526,13.287263,13.287263,1.000000,1.000000
1024,32,59.352967,59.352967,29.676484,29.676484,1.000000,1.000000
1024,33,31.854774,31.854774,15.927387,15.927387,1.000000,1.000000
1024,34,41.622532,41.622532,20.811266,20.811266,1.000000,1.000000
1024,35,19.338517,19.338517,9.669259,9.669259,1.000000,1.000000
1024,36,61.499265,61.499265,30.749632,30.749632,1.000000,1.000000
1024,37,41.322728,41.322728,20.661364,20.661364,1.000000,1.000000
1024,38,16.705523,16.705523,8.562607,8.562607,1.025123,1.025123
1024,39,0.841920,0.841920,0.420960,0.420960,1.000000,1.000000
1024,40,23.299302,23.299302,11.649651,11.649651,1.000000,1.000000
1024,41,9.589048,9.589048,4.794524,4.794524,1.000000,1.000000
1024,42,23.492947,23.492947,11.746473,11.746473,1.000000,1.000000
1024,43,30.058940,30.058940,15.029470,15.029470,1.000000,1.000000
1024,44,22.014692,22.014692,11.007346,11.007346,1.000000,1.000000
1024,45,25.273059,25.273059,12.637253,12.637253,1.000057,1.000057
1024,46,25.395536,25.395536,12.697768,12.697768,1.000000,1.000000
1024,47,9.840210,9.840210,5.001612,5.001612,1.016566,1.016566
1024,48,65.921613,65.921613,32.960806,32.960806,1.000000,1.000000
1024,49,59.126253,59.126253,29.603876,29.603876,1.001378,1.001378
1024,50,136.283979,136.283979,68.141989,68.141989,1.000000,1.000000
1024,51,45.143505,45.143505,23.045487,23.045487,1.020988,1.020988
1024,52,45.094400,45.094400,22.547200,22.547200,1.000000,1.000000
1024,53,38.492334,38.492334,19.246167,19.246167,1.000000,1.000000
1024,54,69.411585,69.411585,34.705793,34.705793,1.000000,1.000000
1024,55,27.459143,27.449535,13.729572,13.724767,1.000000,1.000000
1024,56,25.672884,25.672884,12.836442,12.836442,1.000000,1.000000
1024,57,33.615196,33.615196,16.807598,16.807598,1.000000,1.000000
1024,58,45.268384,45.268384,22.634192,22.634192,1.000000,1.000000
1024,59,17.871118,17.871118,8.935559,8.935559,1.000000,1.000000
1024,60,46.471570,46.471570,23.235785,23.235785,1.000000,1.000000
1024,61,59.769051,59.766269,29.884525,29.883134,1.000000,1.000000
1024,62,8.954748,8.954748,4.477374,4.477374,1.000000,1.000000
1024,63,29.384372,29.384372,14.692186,14.692186,1.000000,1.000000
1024,64,58.906347,58.903523,29.453173,29.451762,1.000000,1.000000
1024,65,73.519651,73.519651,36.759825,36.759825,1.000000,1.000000
1024,66,4.692501,4.692501,2.347271,2.347271,1.000435,1.000435
1024,67,8.109933,8.109933,4.054966,4.054966,1.000000,1.000000
1024,68,132.819140,132.819140,66.409570,66.409570,1.000000,1.000000
1024,69,7.973745,7.973745,4.043888,4.043888,1.014301,1.014301
1024,70,28.721334,28.721334,14.360667,14.360667,1.000000,1.000000
1024,71,20.972215,20.972215,10.486108,10.486108,1.000000,1.000000
1024,72,39.040402,39.040402,19.520201,19.520201,1.000000,1.000000
1024,73,15.367949,15.367949,7.683974,7.683974,1.000000,1.000000
1024,74,46.160205,46.160205,23.080102,23.080102,1.000000,1.000000
1024,75,13.398184,13.398184,6.699092,6.699092,1.000000,1.000000
1024,76,21.941573,21.941573,10.970787,10.970787,1.000000,1.000000
1024,77,19.928088,19.928088,9.964044,9.964044,1.000000,1.000000
1024,78,30.810725,30.810725,15.405362,15.405362,1.000000,1.000000
1024,79,12.636020,12.636020,6.318010,6.318010,1.000000,1.000000
1024,80,64.371822,64.371822,32.185911,32.185911,1.000000,1.000000
1024,81,36.285200,36.285200,18.170046,18.170046,1.001513,1.001513
1024,82,11.851353,11.851353,5.925676,5.925676,1.000000,1.000000
1024,83,61.668836,61.661974,30.834418,30.830987,1.000000,1.000000
1024,84,17.388550,17.388550,8.694275,8.694275,1.000000,1.000000
1024,85,29.186433,29.186433,14.741829,14.741829,1.010184,1.010184
1024,86,81.144316,81.144316,40.572158,40.572158,1.000000,1.000000
1024,87,21.928633,21.928633,10.964316,10.964316,1.000000,1.000000
1024,88,41.419658,41.419658,20.709829,20.709829,1.000000,1.000000
1024,89,75.153552,75.153552,37.576776,37.576776,1.000000,1.000000
1024,90,26.629706,26.629706,13.314853,13.314853,1.000000,1.000000
1024,91,28.341088,28.341088,14.170544,14.170544,1.000000,1.000000
1024,92,10.603142,10.603142,5.301571,5.301571,1.000000,1.000000
1024,93,7.793288,7.793288,4.021761,4.021761,1.032109,1.032109
1024,94,44.369610,44.369610,22.184805,22.184805,1.000000,1.000000
1024,95,23.226159,23.226159,11.613079,11.613079,1.000000,1.000000
1024,96,68.924593,68.924593,34.462296,34.462296,1.000000,1.000000
1024,97,15.245564,15.245564,7.622782,7.622782,1.000000,1.000000
1024,98,49.787380,49.787380,24.893690,24.893690,1.000000,1.000000
1024,99,1.759913,1.759913,0.879956,0.879956,1.000000,1.000000
1024,100,26.791612,26.791612,13.395806,13.395806,1.000000,1.000000
1024,101,20.345975,20.345975,10.301955,10.301955,1.012677,1.012677
1024,102,15.797370,15.797370,7.898685,7.898685,1.000000,1.000000
1024,103,38.775105,38.775105,19.387553,19.387553,1.000000,1.000000
1024,104,138.199825,138.199825,69.099912,69.099912,1.000000,1.000000
1024,105,36.352216,36.352216,18.176108,18.176108,1.000000,1.000000
1024,106,27.412736,27.412736,13.706368,13.706368,1.000000,1.000000
1024,107,22.620712,22.620712,11.310356,11.310356,1.000000,1.000000
1024,108,5.309070,5.309070,2.654535,2.654535,1.000000,1.000000
1024,109,260.508758,260.508758,130.254379,130.254379,1.000000,1.000000
1024,110,33.970779,33.970779,16.985390,16.985390,1.000000,1.000000
1024,111,11.226473,11.226473,5.613237,5.613237,1.000000,1.000000
1024,112,25.903089,25.903089,12.951545,12.951545,1.000000,1.000000
1024,113,15.653416,15.653416,7.826708,7.826708,1.000000,1.000000
1024,114,31.208376,31.208376,15.604188,15.604188,1.000000,1.000000
1024,115,36.480391,36.480391,18.240195,18.240195,1.000000,1.000000
1024,116,193.759092,193.759092,96.879546,96.879546,1.000000,1.000000
1024,117,20.183909,20.183909,10.091954,10.091954,1.000000,1.000000
1024,118,34.638643,34.638643,17.323815,17.323815,1.000259,1.000259
1024,119,40.028641,40.028641,20.014321,20.014321,1.000000,1.000000
1024,120,3.108681,3.108681,1.554341,1.554341,1.000000,1.000000
1024,121,9.796183,9.796183,4.898091,4.898091,1.000000,1.000000
1024,122,93.631565,93.631565,46.815783,46.815783,1.000000,1.000000
1024,123,7.565597,7.565597,3.782798,3.782798,1.000000,1.000000
1024,124,35.827145,35.827145,17.913572,17.913572,1.000000,1.000000
1024,125,25.737579,25.737579,12.868790,12.868790,1.000000,1.000000
1024,126,28.804380,28.804380,14.448341,14.448341,1.003204,1.003204
1024,127,26.908152,26.908152,13.454076,13.454076,1.000000,1.000000
1024,128,15.970116,15.970116,7.985058,7.985058,1.000000,1.000000
1024,129,17.492095,17.492095,8.746048,8.746048,1.000000,1.000000
