case,n,status,D_m,q,covered,true_source_contained
99,5,bounded,10.6885906941804,1.0000000000000033,True,True
99,8,bounded,7.863128368401411,1.0036052505061623,False,True
99,12,bounded,2.90389096367701,1.0000000000000198,True,True
100,2,bounded,329.52881006963844,1.0,True,True
100,3,bounded,31.906011391407198,1.0000153322010674,False,True
100,5,bounded,29.390307550112396,1.0,True,True
100,8,bounded,19.86266208192274,1.0,True,True
100,12,bounded,11.511508849930225,1.000000000000005,True,True
101,2,bounded,29.539158571645114,1.0,True,True
101,3,bounded,27.870609396850853,1.0,True,True
101,5,bounded,27.02953673278797,1.000000000000003,True,True
101,8,bounded,5.449559517911404,1.0,True,True
101,12,bounded,3.3892373517774357,1.0000000000000078,True,True
102,2,bounded,63.570245335411286,1.0,True,True
102,3,bounded,43.44297275506936,1.0000319625106278,False,True
102,5,bounded,42.68103525667184,1.0000000000000022,True,True
102,8,bounded,15.278497294272505,1.0000000000000095,True,True
102,12,bounded,12.020975876667034,1.0000000000000073,True,True
103,2,bounded,78.47940888176355,1.0000000000000004,True,True
103,3,bounded,65.81017979881025,1.0000000000000036,True,True
103,5,bounded,28.56700890452355,1.0614619305269222,False,True
103,8,bounded,25.571456382188703,1.0075860499756077,False,True
103,12,bounded,4.605529048096617,1.0,True,True
104,2,bounded,1853.6425861902608,1.0,True,True
104,3,bounded,38.89962534819216,1.0000000000000044,True,True
104,5,bounded,21.72485094993865,1.0000000000000018,True,True
104,8,bounded,21.67951655669735,1.000000000000005,True,True
104,12,bounded,7.968386154701237,1.0016086537109665,False,True
105,2,bounded,235.53967180362386,1.0,True,True
105,3,bounded,136.5687600915138,1.0,True,True
105,5,bounded,27.941221377685874,1.0000000000000024,True,True
105,8,bounded,19.809881461483677,1.013735763405257,False,True
105,12,bounded,8.313615252069516,1.0,True,True
106,2,bounded,281.86708822103174,1.0000000000000007,True,True
106,3,bounded,35.84795550490205,1.0000000000000069,True,True
106,5,bounded,25.243033084132882,1.0000000000000102,True,True
106,8,bounded,14.111884225984694,1.0000000000000122,True,True
106,12,bounded,13.073240885161942,1.0000000000000138,True,True
107,2,bounded,95.5513512825297,1.0,True,True
107,3,bounded,56.788778217637514,1.000000000000004,True,True
107,5,bounded,39.72887753351019,1.0000000000000058,True,True
107,8,bounded,3.778515523334051,1.000000000000066,True,True
107,12,bounded,2.429977544816539,1.0000000000000264,True,True
108,2,bounded,191.7229407740084,1.0000000000000002,True,True
108,3,bounded,191.72294077400855,1.0000000000000007,True,True
108,5,bounded,30.92887870649859,1.0000000000000062,True,True
108,8,bounded,27.036461825279897,1.000000000000006,True,True
108,12,bounded,10.647155955181352,1.0000000000000238,True,True
109,2,bounded,47.52471363069443,1.0000000000000022,True,True
109,3,bounded,32.389521760865435,1.0,True,True
109,5,bounded,9.273732347410416,1.0000000000000115,True,True
109,8,bounded,6.796732022961235,1.0000000000000153,True,True
109,12,bounded,6.796732022961444,1.0000000000000153,True,True
110,2,bounded,446.92741962584637,1.0000000000000002,True,True
110,3,bounded,253.48637483823637,1.0,True,True
110,5,bounded,20.990914485196416,1.0035979755771807,False,True
110,8,bounded,11.454826829154904,1.000000000000002,True,True
110,12,bounded,11.454826829154882,1.0,True,True
111,2,bounded,272.9160569532486,1.0000000000000009,True,True
111,3,bounded,71.97703096943083,1.0000000000000027,True,True
111,5,bounded,7.524784700031237,1.0,True,True
111,8,bounded,5.878110740153049,1.000000000000014,True,True
111,12,bounded,4.1891862026063205,1.0,True,True
112,2,bounded,59.284755656950914,1.000000000000001,True,True
112,3,bounded,59.28475565695026,1.0000000000000009,True,True
112,5,bounded,31.410765169094574,1.0000000000000069,True,True
112,8,bounded,2.7497841219377372,1.0000828704559168,False,True
112,12,bounded,2.725780911447288,1.0000828704559042,False,True
113,2,bounded,182.96506663114823,1.0,True,True
113,3,bounded,18.554632045779268,1.0000000000000062,True,True
113,5,bounded,18.554632045779382,1.0,True,True
113,8,bounded,10.543517612084127,1.0,True,True
113,12,bounded,10.543517612084127,1.0,True,True
114,2,bounded,116.01079834582184,1.0,True,True
114,3,bounded,48.48211093519082,1.0,True,True
114,5,bounded,17.64169071385916,1.0,True,True
114,8,bounded,13.378098608245619,1.0000000000000173,True,True
114,12,bounded,9.869345634177094,1.0000143451238062,False,True
115,2,bounded,41.31636812317835,1.0,True,True
115,3,bounded,22.953809581954875,1.0000000000000007,True,True
115,5,bounded,22.953809581954747,1.0,True,True
115,8,bounded,10.667048637949074,1.0188750655422796,False,True
115,12,bounded,7.212802984933063,1.0707357665468202,False,True
116,2,bounded,43.12035779453933,1.0,True,True
116,3,bounded,40.954756483756356,1.0000000000000016,True,True
116,5,bounded,25.26215128549804,1.0000000000000007,True,True
116,8,bounded,13.168123898894107,1.0,True,True
116,12,bounded,12.567701068704558,1.0000000000000036,True,True
117,2,bounded,52.28524832933035,1.0,True,True
117,3,bounded,15.996294717792995,1.0320449525621775,False,True
117,5,bounded,15.996294717793223,1.032044952562178,False,True
117,8,bounded,12.73120350734944,1.108443420207747,False,True
117,12,bounded,9.124466831170931,1.048172976830117,False,True
118,2,bounded,55.809976705608236,1.0000000000000009,True,True
118,3,bounded,52.527969261413126,1.000000000000002,True,True
118,5,bounded,14.154712556300613,1.044865719487517,False,True
118,8,bounded,3.5100410945273115,1.007990941008685,False,True
118,12,bounded,3.1480873476854385,1.0006478217586599,False,True
119,2,bounded,146.70998816544162,1.0000000000000004,True,True
119,3,bounded,40.56344124854218,1.0,True,True
119,5,bounded,26.415409941583643,1.0000000000000002,True,True
119,8,bounded,9.086144534664076,1.0000000000000007,True,True
119,12,bounded,3.529442301661683,1.0000000000000064,True,True
120,2,bounded,41.9506302373811,1.0,True,True
120,3,bounded,6.376356999577978,1.0203062245370824,False,True
120,5,bounded,4.682718496263171,1.0089626252524566,False,True
120,8,bounded,3.721914258801704,1.0000000000000149,True,True
120,12,bounded,1.9109946738034471,1.0020253786157307,False,True
121,2,bounded,548.1802305988157,1.0000000000000002,True,True
121,3,bounded,59.43339531554938,1.0,True,True
121,5,bounded,34.70770795449521,1.0000000000000033,True,True
121,8,bounded,27.332490259276035,1.0000000000000044,True,True
121,12,bounded,13.068461434206819,1.0000000000000062,True,True
122,2,bounded,567.5322525717047,1.0000000000000004,True,True
122,3,bounded,32.74052325323525,1.0000000000000002,True,True
122,5,bounded,20.759457438535954,1.0142001016720388,False,True
122,8,bounded,15.447964608232335,1.03850209437532,False,True
122,12,bounded,10.259448694636669,1.0095208050798283,False,True
123,2,bounded,62.42121492299819,1.0,True,True
123,3,bounded,11.688894221028942,1.0000000000000089,True,True
123,5,bounded,9.90067573833558,1.0000000000000107,True,True
123,8,bounded,6.054186805800426,1.0000000000000182,True,True
123,12,bounded,5.679321263576313,1.0013462071052304,False,True
124,2,bounded,127.24022907986249,1.0000000000000009,True,True
124,3,bounded,28.349067717880267,1.0000000000000062,True,True
124,5,bounded,18.558311537435632,1.0000000000000115,True,True
124,8,bounded,10.1548789763653,1.0000000000000153,True,True
124,12,bounded,10.154878976365227,1.0000000000000082,True,True
125,2,bounded,101.50824459688756,1.0000000000000013,True,True
125,3,bounded,5.236237936685405,1.0,True,True
125,5,bounded,5.236237936685485,1.0000000000000153,True,True
125,8,bounded,3.8561115874824097,1.0000000000000613,True,True
125,12,bounded,3.856111587482494,1.0000000000000395,True,True
126,2,bounded,51.34166050478346,1.0,True,True
126,3,bounded,49.288603830548595,1.0,True,True
126,5,bounded,42.200401324292166,1.0,True,True
126,8,bounded,28.923082880134476,1.000000000000002,True,True
126,12,bounded,15.066311964150719,1.0,True,True
127,2,bounded,52.39914583557743,1.0,True,True
127,3,bounded,25.025789501468925,1.0,True,True
127,5,bounded,25.02578950146892,1.0,True,True
127,8,bounded,7.250090151424471,1.00319208532042,False,True
127,12,bounded,7.05714314164257,1.0040198683871502,False,True
128,2,bounded,34.94944308922817,1.0000000000000029,True,True
128,3,bounded,11.972991864707673,1.0000000000000042,True,True
128,5,bounded,10.117956384167059,1.0,True,True
128,8,bounded,3.0107813747614247,1.0,True,True
128,12,bounded,2.616217800491093,1.000000000000001,True,True
129,2,bounded,26.91069087727102,1.0000000000000047,True,True
129,3,bounded,26.910690877271097,1.0,True,True
129,5,bounded,23.129351313093352,1.0,True,True
129,8,bounded,7.022378640336123,1.0,True,True
129,12,bounded,2.850577028625779,1.024043184288486,False,True
130,2,bounded,75.4088354152453,1.0000000000000016,True,True
130,3,bounded,23.25795636536284,1.0000000000000047,True,True
130,5,bounded,18.20431782909638,1.0,True,True
130,8,bounded,4.9992879580836735,1.0,True,True
130,12,bounded,4.282110007161406,1.0000000000000047,True,True
131,2,bounded,54.7860633326234,1.0,True,True
131,3,bounded,40.42159316424685,1.0000282820336013,False,True
131,5,bounded,15.775990963976675,1.0,True,True
131,8,bounded,8.907322109247154,1.0199533244939498,False,True
131,12,bounded,8.907322109247376,1.0199533244939407,False,True
132,2,bounded,36.393424661370126,1.0000000000000029,True,True
132,3,bounded,25.048476065943394,1.0,True,True
132,5,bounded,13.224076366269047,1.0006683100946439,False,True
132,8,bounded,5.859012709232832,1.002680836271203,False,True
132,12,bounded,5.859012709232905,1.0026808362711905,False,True
133,2,bounded,70.69101976961677,1.0,True,True
133,3,bounded,25.046265110652318,1.0429944240017948,False,True
133,5,bounded,25.046265110652506,1.0169049407195732,False,True
133,8,bounded,22.929230874436527,1.0000000000000042,True,True
133,12,bounded,5.882465271302326,1.0111794310765643,False,True
134,2,bounded,47.6265101792754,1.0,True,True
134,3,bounded,19.73646377697421,1.0000000000000049,True,True
134,5,bounded,7.110423330644359,1.0000000000000135,True,True
134,8,bounded,2.2850132094755384,1.0,True,True
134,12,bounded,2.2613004581874283,1.0000000000000577,True,True
135,2,bounded,40.194186553197746,1.0,True,True
135,3,bounded,11.508892245546322,1.0000000000000038,True,True
135,5,bounded,11.508892245546404,1.0,True,True
135,8,bounded,11.46206228698981,1.0000000000000038,True,True
135,12,bounded,2.5554392242445148,1.0000000000000082,True,True
136,2,bounded,71.10090501473559,1.0,True,True
136,3,bounded,13.72249589827496,1.0000000000000033,True,True
136,5,bounded,13.72249589827521,1.0000000000000033,True,True
136,8,bounded,3.62134106822067,1.0000000000000033,True,True
136,12,bounded,2.260329376034137,1.0000000000000002,True,True
137,2,bounded,100.83526326361836,1.0000000000000002,True,True
137,3,bounded,55.45506506504019,1.0,True,True
137,5,bounded,22.1464274917133,1.0,True,True
137,8,bounded,6.579492492229072,1.0000000000000266,True,True
137,12,bounded,3.123298014837885,1.0,True,True
138,2,bounded,59.33967632328971,1.0,True,True
138,3,bounded,59.33967632328954,1.0,True,True
138,5,bounded,30.666396388637153,1.0000000000000016,True,True
138,8,bounded,8.611276868849098,1.00000000000001,True,True
138,12,bounded,8.611276868848899,1.0000000000000069,True,True
139,2,bounded,906.7308363482219,1.0000000000000002,True,True
139,3,bounded,93.36461993812806,1.0,True,True
139,5,bounded,3.6019545042626393,1.0,True,True
139,8,bounded,3.0792208770852167,1.0000002285156473,False,True
139,12,bounded,1.912850628119407,1.01404727017326,False,True
140,2,bounded,37.5843593225652,1.0000000000000004,True,True
140,3,bounded,37.584359322563486,1.0000000000000027,True,True
140,5,bounded,23.826539054935548,1.0,True,True
140,8,bounded,10.267657727943407,1.0,True,True
140,12,bounded,7.869141560011218,1.0000000000000022,True,True
141,2,bounded,66.22532476171456,1.0000000000000033,True,True
141,3,bounded,60.35202651724398,1.0000000000000038,True,True
141,5,bounded,21.022507770608968,1.0000000000000016,True,True
141,8,bounded,9.285596290906689,1.0000000000000016,True,True
141,12,bounded,7.820357414941777,1.0000000000000295,True,True
142,2,bounded,113.6318003207633,1.0000000000000018,True,True
142,3,bounded,9.533635856515625,1.0,True,True
142,5,bounded,9.533635856515717,1.0000000000000118,True,True
142,8,bounded,7.904706005781799,1.0044605093364742,False,True
142,12,bounded,3.7081280800125525,1.0,True,True
143,2,bounded,59.887164304883356,1.0,True,True
143,3,bounded,47.370486638009936,1.0,True,True
143,5,bounded,24.649862242308675,1.000000000000007,True,True
143,8,bounded,8.512151171590126,1.0729701918972334,False,True
143,12,bounded,8.393536645720527,1.0241920393893118,False,True
144,2,bounded,71.78171285345249,1.0,True,True
144,3,bounded,45.80853345804798,1.0000000000000038,True,True
144,5,bounded,17.28020807070449,1.0073635689727651,False,True
144,8,bounded,10.621609176696838,1.0000000000000215,True,True
144,12,bounded,8.152560917264843,1.0000000000000278,True,True
145,2,bounded,196.2756272053348,1.0,True,True
145,3,bounded,130.17835022982212,1.0000000000000018,True,True
145,5,bounded,24.586717889126128,1.0037718267885976,False,True
145,8,bounded,5.581162194690447,1.0,True,True
145,12,bounded,5.581162194690469,1.0,True,True
146,2,bounded,106.63365334989227,1.0000000000000004,True,True
146,3,bounded,22.593541897229713,1.0000769891128412,False,True
146,5,bounded,19.705136254157196,1.0,True,True
146,8,bounded,17.10456349883817,1.0,True,True
146,12,bounded,6.86746290150842,1.0432723604933256,False,True
147,2,bounded,20.992846504214494,1.0000000000000018,True,True
147,3,bounded,4.402932838001851,1.0000405942503905,False,True
147,5,bounded,4.402932838001652,1.0000405942504116,False,True
147,8,bounded,2.797262223696112,1.0,True,True
147,12,bounded,1.0855541437421374,1.0000000000001001,True,True
148,2,bounded,79.76721860449629,1.0000000000000013,True,True
148,3,bounded,27.710523764409633,1.0295221556961218,False,True
148,5,bounded,6.240186159943234,1.0,True,True
148,8,bounded,5.0562064026310525,1.000000000000045,True,True
148,12,bounded,4.34698361617427,1.000000000000052,True,True
149,2,bounded,57.46577401937994,1.0000000000000002,True,True
149,3,bounded,36.00840750009341,1.0000000000000027,True,True
149,5,bounded,20.999577700439207,1.0000000000000044,True,True
149,8,bounded,12.509068531719903,1.0000000000000087,True,True
149,12,bounded,4.702561487641102,1.0000000000000067,True,True
150,2,bounded,54.62711471464747,1.0000000000000018,True,True
150,3,bounded,20.248255639355534,1.0000000000000056,True,True
150,5,bounded,15.602611030518862,1.0,True,True
150,8,bounded,12.921726802067921,1.000000000000009,True,True
150,12,bounded,6.713354797663428,1.000000000000036,True,True
151,2,bounded,132.2495545273071,1.0000000000000018,True,True
151,3,bounded,27.07860917996194,1.0,True,True
151,5,bounded,12.827171556448208,1.0000000000000013,True,True
151,8,bounded,6.429651848374542,1.0000000000000075,True,True
151,12,bounded,4.838582295570096,1.0000000000000204,True,True
152,2,bounded,72.55821208871738,1.0,True,True
152,3,bounded,52.60116876889134,1.0,True,True
152,5,bounded,29.601695836328677,1.000000000000002,True,True
152,8,bounded,11.428309717337797,1.0123545368218876,False,True
152,12,bounded,4.476700565252661,1.0,True,True
153,2,bounded,10.871303855662743,1.0,True,True
153,3,bounded,10.418070498066701,1.0000000000000173,True,True
153,5,bounded,8.034571229919187,1.0,True,True
153,8,bounded,5.891405020837196,1.0,True,True
153,12,bounded,4.903246568300218,1.000000000000023,True,True
154,2,bounded,36.30040471805104,1.0000000000000069,True,True
154,3,bounded,8.600683109613398,1.0000000000000222,True,True
154,5,bounded,8.523401113119725,1.0000000000000036,True,True
154,8,bounded,5.996326174867002,1.003578011138632,False,True
154,12,bounded,5.996326174867002,1.003578011138632,False,True
155,2,bounded,50.63276263680715,1.0000000000000018,True,True
155,3,bounded,48.357294815118784,1.000000000000002,True,True
155,5,bounded,9.724921019300746,1.0031042144924307,False,True
155,8,bounded,8.059109412489024,1.0010226523346262,False,True
155,12,bounded,8.059109412489152,1.001022652334625,False,True
156,2,bounded,42.18772962452153,1.0000000000000004,True,True
156,3,bounded,7.37604625378315,1.0177649873208332,False,True
156,5,bounded,7.023467525756339,1.0000073985695366,False,True
156,8,bounded,7.023467525756449,1.0000073985695392,False,True
156,12,bounded,3.9175257226325155,1.0,True,True
157,2,bounded,114.80061845776328,1.0000000000000002,True,True
157,3,bounded,28.570700417505314,1.0000000000000078,True,True
157,5,bounded,12.458954360480197,1.0000000000000042,True,True
157,8,bounded,9.359150826490481,1.0000000000000058,True,True
157,12,bounded,1.8634910829930424,1.0000000000000848,True,True
158,2,bounded,183.0612293662899,1.0,True,True
158,3,bounded,46.62448599500636,1.0,True,True
158,5,bounded,8.997361012263498,1.0,True,True
158,8,bounded,5.573100813018485,1.0,True,True
158,12,bounded,5.57310081301865,1.0000000000000007,True,True
159,2,bounded,1141.8163401708844,1.0,True,True
159,3,bounded,56.531731805896314,1.0,True,True
159,5,bounded,36.363852080294016,1.0000000000000013,True,True
159,8,bounded,15.85373346778795,1.003359730588838,False,True
159,12,bounded,9.402814061561633,1.0114009833822064,False,True
160,2,bounded,151.62009389650075,1.0,True,True
160,3,bounded,38.33483015207481,1.0000000000000058,True,True
160,5,bounded,20.097187189696918,1.0,True,True
160,8,bounded,11.47786836277437,1.0222875404017748,False,True
160,12,bounded,3.64766216030784,1.0000000000000693,True,True
161,2,bounded,255.14193074532628,1.0000000000000009,True,True
161,3,bounded,117.9340174079576,1.0000000000000018,True,True
161,5,bounded,28.634463889756418,1.0,True,True
161,8,bounded,19.470479486088664,1.0000000000000113,True,True
161,12,bounded,19.470479486088436,1.0,True,True
162,2,bounded,620.9328908350373,1.0000000000000004,True,True
162,3,bounded,22.31200220649884,1.0000000000000075,True,True
162,5,bounded,11.166135051274479,1.0000000000000087,True,True
162,8,bounded,9.043516969158413,1.0,True,True
162,12,bounded,9.043516969158523,1.0000000000000122,True,True
163,2,bounded,44.81940649609006,1.0000000000000018,True,True
163,3,bounded,38.277538884292056,1.0,True,True
163,5,bounded,29.561271334105466,1.0,True,True
163,8,bounded,3.7606473758936003,1.0,True,True
163,12,bounded,3.760647375893132,1.0000000000000062,True,True
164,2,bounded,105.91220803581686,1.0,True,True
164,3,bounded,13.020037202776383,1.0,True,True
164,5,bounded,13.020037202776276,1.0000000000000082,True,True
164,8,bounded,13.020037202776377,1.0000000000000004,True,True
164,12,bounded,4.944101363870439,1.0010696216408872,False,True
165,2,bounded,17.214802664542844,1.0000000000000016,True,True
165,3,bounded,17.21480266454287,1.000000000000003,True,True
165,5,bounded,17.214802664543146,1.0000000000000002,True,True
165,8,bounded,10.688362703383238,1.0000000000000027,True,True
165,12,bounded,6.081952923670289,1.0,True,True
166,2,bounded,102.78283227432432,1.0000000000000013,True,True
166,3,bounded,25.790414452189683,1.0000000000000042,True,True
166,5,bounded,21.731789342730334,1.0,True,True
166,8,bounded,15.363556666353235,1.00078433783791,False,True
166,12,bounded,6.421243635092187,1.0009496803012068,False,True
167,2,bounded,36.86425913100799,1.0000000000000027,True,True
167,3,bounded,16.803578703882387,1.0,True,True
167,5,bounded,7.304723663783512,1.0000000000000155,True,True
167,8,bounded,7.304723663783491,1.0000000000000155,True,True
167,12,bounded,2.4101347148390055,1.0000000000000626,True,True
168,2,bounded,199.50384226036144,1.0,True,True
168,3,bounded,199.50384226036155,1.0,True,True
168,5,bounded,27.17531069774433,1.0000000000000024,True,True
168,8,bounded,18.681902955409694,1.0,True,True
168,12,bounded,7.40285446065464,1.0000000000000018,True,True
169,2,bounded,293.65684115371744,1.0,True,True
169,3,bounded,69.29126809364358,1.0,True,True
169,5,bounded,8.959328186061578,1.0,True,True
169,8,bounded,7.463546144436171,1.0000000000000004,True,True
169,12,bounded,3.204185140199113,1.000000000000032,True,True
170,2,unbounded,,,False,True
170,3,bounded,35.16207716199739,1.0,True,True
170,5,bounded,15.87374870798721,1.0,True,True
170,8,bounded,15.873748707987268,1.0,True,True
170,12,bounded,10.698346528705743,1.0192288976745665,False,True
171,2,bounded,39.34573073985395,1.0,True,True
171,3,bounded,39.34573073985411,1.0,True,True
171,5,bounded,26.527070727365256,1.0,True,True
171,8,bounded,9.47729028469461,1.0000000000000013,True,True
171,12,bounded,1.5974707217474748,1.0000000000000366,True,True
172,2,bounded,104.71613021792324,1.0,True,True
172,3,bounded,39.067549551056736,1.0043339617515306,False,True
172,5,bounded,23.15976834605988,1.0007733958557794,False,True
172,8,bounded,14.676578215520085,1.0004391043523948,False,True
172,12,bounded,9.999587057964645,1.000000000000022,True,True
173,2,bounded,1663.6726047777925,1.0,True,True
173,3,bounded,40.3056985926582,1.0,True,True
173,5,bounded,35.470831867120076,1.0,True,True
173,8,bounded,33.97758163519925,1.0000000000000002,True,True
173,12,bounded,22.902009430160653,1.000000000000002,True,True
174,2,bounded,43.09909401566646,1.0000000000000007,True,True
174,3,bounded,43.09909401566637,1.0,True,True
174,5,bounded,7.065264917728982,1.0000000000000153,True,True
174,8,bounded,5.533498843942434,1.0000000000000202,True,True
174,12,bounded,4.006996521514437,1.0364485776538552,False,True
175,2,bounded,442.54424730269074,1.0000000000000002,True,True
175,3,bounded,93.1466670386008,1.0000000000000002,True,True
175,5,bounded,59.225401885337476,1.0000000000000013,True,True
175,8,bounded,22.004891598656652,1.0,True,True
175,12,bounded,10.334788593053737,1.0,True,True
176,2,bounded,53.61355845652176,1.0000000000000004,True,True
176,3,bounded,48.169212564214895,1.0000000000000004,True,True
176,5,bounded,23.52281506769907,1.0,True,True
176,8,bounded,17.775395697280327,1.0000000000000029,True,True
176,12,bounded,10.431508821012516,1.0007216470604086,False,True
177,2,bounded,23.834544336330193,1.0000000000000004,True,True
177,3,bounded,23.834544336330193,1.0000000000000004,True,True
177,5,bounded,11.578503092308079,1.0,True,True
177,8,bounded,11.578503092307837,1.0000000000000184,True,True
177,12,bounded,9.324809715121903,1.0000000000000273,True,True
178,2,bounded,39.73864151188398,1.0000000000000056,True,True
178,3,bounded,11.774781635598126,1.0023704056433786,False,True
178,5,bounded,11.774781635598224,1.0,True,True
178,8,bounded,8.168409082603675,1.0000000000000262,True,True
178,12,bounded,7.202762548496759,1.000000000000029,True,True
179,2,bounded,71.53555697102631,1.000000000000003,True,True
179,3,bounded,42.55716250176572,1.0,True,True
179,5,bounded,6.094249671120045,1.0,True,True
179,8,bounded,4.672814205182388,1.0000000000000109,True,True
179,12,bounded,4.565316568194509,1.0000000000000602,True,True
180,2,bounded,41.968905638946296,1.000000000000001,True,True
180,3,bounded,24.88715478847854,1.0106805181136649,False,True
180,5,bounded,19.954348630037565,1.0106805181136658,False,True
180,8,bounded,5.533279263037601,1.0,True,True
180,12,bounded,3.9080375663356173,1.0058183906576565,False,True
181,2,bounded,39.2387302352685,1.0000000000000042,True,True
181,3,bounded,31.44415345671944,1.0000000000000058,True,True
181,5,bounded,10.403905260057014,1.0220228948802748,False,True
181,8,bounded,4.789950045559571,1.0146167825675623,False,True
181,12,bounded,4.7899500455595,1.0146167825675543,False,True
182,2,bounded,63.99467057973306,1.0,True,True
182,3,bounded,43.5029908464574,1.0,True,True
182,5,bounded,4.1321905778343915,1.0523052250584566,False,True
182,8,bounded,4.132190577834579,1.0523052250584428,False,True
182,12,bounded,3.736337342648103,1.0,True,True
183,2,bounded,38.85399292192949,1.0,True,True
183,3,bounded,20.92840579162413,1.0000000000000049,True,True
183,5,bounded,9.542024452892624,1.00000000000001,True,True
183,8,bounded,7.863610493792094,1.000000000000016,True,True
183,12,bounded,7.863610493791905,1.000000000000016,True,True
184,2,bounded,37.13420444505018,1.000000000000002,True,True
184,3,bounded,24.483814436263405,1.0302510122309254,False,True
184,5,bounded,17.161606818881335,1.0000000000000082,True,True
184,8,bounded,7.323722401495507,1.0000000000000262,True,True
184,12,bounded,4.453297433853047,1.0000645932833319,False,True
185,2,bounded,12.667481597908637,1.0000000000000038,True,True
185,3,bounded,12.30605686377074,1.0000000000000069,True,True
185,5,bounded,7.944430640866906,1.0000000000000302,True,True
185,8,bounded,3.500879025350745,1.0091116888404865,False,True
185,12,bounded,1.9840339681541672,1.006319392489897,False,True
186,2,bounded,30.49307106913951,1.0000000000000036,True,True
186,3,bounded,18.45627093476715,1.0,True,True
186,5,bounded,7.97241279616886,1.0,True,True
186,8,bounded,7.030311703378452,1.0,True,True
186,12,bounded,6.071896554221947,1.0133125484235448,False,True
187,2,bounded,24.968635947018367,1.0000000000000058,True,True
187,3,bounded,8.909902360638773,1.0,True,True
187,5,bounded,8.909902360638712,1.0000000000000069,True,True
187,8,bounded,7.605213566586098,1.0000000000000133,True,True
187,12,bounded,1.7973841347415762,1.0000000000000104,True,True
188,2,bounded,117.09169003854049,1.0000000000000004,True,True
188,3,bounded,38.83041239040733,1.0003984915111002,False,True
188,5,bounded,38.83041239040733,1.0000012232916258,False,True
188,8,bounded,12.57701119532951,1.0000000000000056,True,True
188,12,bounded,7.9693641670918955,1.0000000000000138,True,True
189,2,bounded,50.20880569672516,1.0,True,True
189,3,bounded,39.158630656187704,1.0012963518470017,False,True
189,5,bounded,16.01420983942546,1.0,True,True
189,8,bounded,15.937174528707118,1.0000000000000082,True,True
189,12,bounded,13.178843476839933,1.000000000000006,True,True
190,2,bounded,96.9500227294157,1.0,True,True
190,3,bounded,48.84366956189498,1.0000000000000007,True,True
190,5,bounded,31.46401629673291,1.003545779568207,False,True
190,8,bounded,4.1266152118977715,1.0006180816831265,False,True
190,12,bounded,4.1266152118978034,1.0006180816831198,False,True
191,2,bounded,20.65927803144085,1.0,True,True
191,3,bounded,19.740659303867005,1.0,True,True
191,5,bounded,4.976311552025334,1.0,True,True
191,8,bounded,4.9763115520253365,1.0000000000000007,True,True
191,12,bounded,4.348316120657801,1.0000000000000508,True,True
192,2,bounded,40.892439555303625,1.0000000000000022,True,True
192,3,bounded,40.892439555303405,1.0,True,True
192,5,bounded,12.465987381752376,1.000000000000002,True,True
192,8,bounded,8.474368613580632,1.0013224392714102,False,True
192,12,bounded,8.474368613580664,1.0013224392714104,False,True
193,2,bounded,60.433805862440565,1.0,True,True
193,3,bounded,11.83458908971669,1.0000000000000118,True,True
193,5,bounded,9.44828767364923,1.000000000000025,True,True
193,8,bounded,7.652745920053684,1.000000000000013,True,True
193,12,bounded,3.4252154763583245,1.0000000000000207,True,True
194,2,bounded,242.2785630534687,1.0000000000000009,True,True
194,3,bounded,185.80649989631394,1.0000000000000013,True,True
194,5,bounded,22.38345301733044,1.0000000000000029,True,True
194,8,bounded,5.797464786739763,1.0169903760246324,False,True
194,12,bounded,4.01193026277904,1.0030333887603,False,True
195,2,bounded,17.428878641106134,1.0,True,True
195,3,bounded,8.75438004363816,1.0,True,True
195,5,bounded,8.7543800436384,1.0,True,True
195,8,bounded,5.44426981815427,1.0000000000000204,True,True
195,12,bounded,4.49560991565852,1.0,True,True
196,2,bounded,209.80897345316123,1.0000000000000004,True,True
196,3,bounded,15.034308568929488,1.0000000000000058,True,True
196,5,bounded,15.021767196707948,1.0000000000000058,True,True
196,8,bounded,10.61729962550304,1.0000000000000058,True,True
196,12,bounded,10.617299625503229,1.000000000000006,True,True
197,2,bounded,39.71221835224544,1.0,True,True
197,3,bounded,25.084893046505947,1.0,True,True
197,5,bounded,20.181353456247862,1.0000000000000056,True,True
197,8,bounded,18.414232034245835,1.0000000000000067,True,True
197,12,bounded,6.070806262939091,1.000000000000005,True,True
198,2,bounded,41.29092375148134,1.0,True,True
198,3,bounded,36.57758893227878,1.0000000000000007,True,True
198,5,bounded,24.012567701154964,1.0656830949955223,False,True
198,8,bounded,18.125878118717885,1.0093206785791466,False,True
198,12,bounded,9.770909498533104,1.0,True,True
199,2,bounded,24.27406904214781,1.0000000000000102,True,True
199,3,bounded,6.079816638393421,1.0000000000000155,True,True
199,5,bounded,3.179735794488163,1.0047827994914587,False,True
199,8,bounded,1.441456904890414,1.0047827994915466,False,True
199,12,bounded,1.4414569048903143,1.0047827994915561,False,True
