pose,case,strategy,S1_x,S1_y,G_x,G_y,R_true,e1,e2,bearing1,S2_x,S2_y,status,D_upper,D_lower,optical_guaranteed,bracket_width
center,135,perpendicular_1000,0.0,0.0,-1178.331417367043,-377.8807438484803,1393.6070032783998,-0.17804008987203312,0.2471594562312549,-162.3974414359819,302.4124555273182,-953.1771644043607,no_signal,,,False,
center,135,random_omega,0.0,0.0,-1178.331417367043,-377.8807438484803,1393.6070032783998,-0.17804008987203312,0.2471594562312549,-162.3974414359819,-586.7424288339105,-795.2498435782072,direction,78.61917553751618,78.61917508882294,False,4.4869324256069376e-07
center,136,minimax,0.0,0.0,-164.0991256563109,-1057.9093414852637,1264.6858893723345,0.27172038555173095,-0.7670176126030366,-98.54552720632547,414.2010206602928,-914.7383751623335,direction,52.19808919129365,52.19808884137289,False,3.499207537061011e-07
center,136,along_750,0.0,0.0,-164.0991256563109,-1057.9093414852637,1264.6858893723345,0.27172038555173095,-0.7670176126030366,-98.54552720632547,-111.44642703211208,-741.6735763809953,direction,745.249990882176,745.2216635989378,False,0.028327283238240852
center,136,perpendicular_1000,0.0,0.0,-164.0991256563109,-1057.9093414852637,1264.6858893723345,0.27172038555173095,-0.7670176126030366,-98.54552720632547,988.898101841327,-148.5952360428161,no_signal,,,False,
center,136,random_omega,0.0,0.0,-164.0991256563109,-1057.9093414852637,1264.6858893723345,0.27172038555173095,-0.7670176126030366,-98.54552720632547,205.61219141072905,-39.741410284686786,direction,333.11465139320455,333.1146494555763,False,1.9376282693883695e-06
center,137,minimax,0.0,0.0,335.2304958334638,-835.3379416743899,1481.9212108409781,0.8159525765900268,-0.9191979824090639,-67.31790182456747,828.4256375334144,-567.4678348488222,direction,37.994430487926024,37.99443019882458,True,2.8910144322935594e-07
center,137,along_750,0.0,0.0,335.2304958334638,-835.3379416743899,1481.9212108409781,0.8159525765900268,-0.9191979824090639,-67.31790182456747,289.2133352690886,-691.993964354119,direction,192.33471692165222,192.33461984219554,False,9.707945667969398e-05
center,137,perpendicular_1000,0.0,0.0,335.2304958334638,-835.3379416743899,1481.9212108409781,0.8159525765900268,-0.9191979824090639,-67.31790182456747,922.6586191388254,385.6177803587848,direction,91.7779903377591,91.77798985962924,False,4.781298628131481e-07
center,137,random_omega,0.0,0.0,335.2304958334638,-835.3379416743899,1481.9212108409781,0.8159525765900268,-0.9191979824090639,-67.31790182456747,-1705.8358269075104,-301.67837600044226,no_signal,,,False,
center,138,minimax,0.0,0.0,1146.6320621530867,-504.2472133923754,1307.322112555929,-0.2661018833759299,-0.37661798037856875,-24.0042547097237,992.0484808800883,155.39817275040068,direction,76.27684078331572,76.2768403406913,False,4.4262442600029317e-07
center,138,along_750,0.0,0.0,1146.6320621530867,-504.2472133923754,1307.322112555929,-0.2661018833759299,-0.37661798037856875,-24.0042547097237,685.1364385441137,-305.103360484751,direction,745.0985123669341,745.0701796576199,False,0.02833270931421339
center,138,perpendicular_1000,0.0,0.0,1146.6320621530867,-504.2472133923754,1307.322112555929,-0.2661018833759299,-0.37661798037856875,-24.0042547097237,406.8044806463347,913.5152513921516,no_signal,,,False,
center,138,random_omega,0.0,0.0,1146.6320621530867,-504.2472133923754,1307.322112555929,-0.2661018833759299,-0.37661798037856875,-24.0042547097237,1064.106882492601,-1182.407635972831,direction,57.956971541320506,57.95697121448696,False,3.2683354334039905e-07
center,139,minimax,0.0,0.0,-984.714671501708,174.10658370787567,1108.9606619141919,-0.2930274830191233,-0.333379990798756,169.68018038790788,-927.1244210396345,-385.6800337359671,direction,46.316129341071395,46.31612901600392,False,3.250674751598126e-07
center,139,along_750,0.0,0.0,-984.714671501708,174.10658370787567,1108.9606619141919,-0.2930274830191233,-0.333379990798756,169.68018038790788,-737.8673461923472,134.3569105891576,direction,745.2069617939519,745.1786250009216,False,0.028336793030348417
center,139,perpendicular_1000,0.0,0.0,-984.714671501708,174.10658370787567,1108.9606619141919,-0.2930274830191233,-0.333379990798756,169.68018038790788,-179.14254745221012,-983.823128256463,no_signal,,,False,
center,139,random_omega,0.0,0.0,-984.714671501708,174.10658370787567,1108.9606619141919,-0.2930274830191233,-0.333379990798756,169.68018038790788,-1452.7287750146024,971.7137943055421,direction,80.08321652242678,80.08321604591147,False,4.765153107655351e-07
center,140,minimax,0.0,0.0,-261.09617660305236,-805.9760727200323,1323.702787755139,-0.46426986178610186,0.7816052609682951,-108.41401616649158,251.2978585411753,-972.1924535827634,direction,35.75973627493746,35.75973599534164,True,2.7959581672121203e-07
center,140,along_750,0.0,0.0,-261.09617660305236,-805.9760727200323,1323.702787755139,-0.46426986178610186,0.7816052609682951,-108.41401616649158,-236.9108620364139,-711.599074935573,direction,260.8516378365094,260.8515397093015,False,9.81272078774964e-05
center,140,perpendicular_1000,0.0,0.0,-261.09617660305236,-805.9760727200323,1323.702787755139,-0.46426986178610186,0.7816052609682951,-108.41401616649158,948.798766580764,-315.8811493818852,direction,93.87486479175828,93.87486430846684,False,4.832914441976754e-07
center,140,random_omega,0.0,0.0,-261.09617660305236,-805.9760727200323,1323.702787755139,-0.46426986178610186,0.7816052609682951,-108.41401616649158,-644.3841634325186,938.7106742639148,no_signal,,,False,
center,141,minimax,0.0,0.0,-328.5542797648916,-777.0382483851263,1333.5391477344867,-0.7274040494772802,0.17544447460056078,-113.64745344311837,161.57295959255015,-991.0615315101069,direction,35.19638057289169,35.196380295654386,True,2.7723730511297617e-07
center,141,along_750,0.0,0.0,-328.5542797648916,-777.0382483851263,1333.5391477344867,-0.7274040494772802,0.17544447460056078,-113.64745344311837,-300.8308830174129,-687.0231290305761,direction,154.58611142107418,154.58601492026173,False,9.650081244672037e-05
center,141,perpendicular_1000,0.0,0.0,-328.5542797648916,-777.0382483851263,1333.5391477344867,-0.7274040494772802,0.17544447460056078,-113.64745344311837,916.0308387074349,-401.1078440232172,direction,91.49126862082944,91.49126814341057,False,4.774188795408918e-07
center,141,random_omega,0.0,0.0,-328.5542797648916,-777.0382483851263,1333.5391477344867,-0.7274040494772802,0.17544447460056078,-113.64745344311837,-1362.0781499345444,43.7270873519359,direction,62.13268974192856,62.13268941915553,False,3.227730260846329e-07
center,142,minimax,0.0,0.0,310.1312705717204,1165.509782807479,1224.982882788373,0.2401896831679562,0.9166160446062939,75.33958846998804,-314.40423694842696,953.6554704396823,direction,71.03408859280027,71.03408816917035,False,4.236299275817146e-07
center,142,along_750,0.0,0.0,310.1312705717204,1165.509782807479,1224.982882788373,0.2401896831679562,0.9166160446062939,75.33958846998804,189.8171634268416,725.582141778991,direction,745.0978378844397,745.0695052003388,False,0.028332684100973893
center,142,perpendicular_1000,0.0,0.0,310.1312705717204,1165.509782807479,1224.982882788373,0.2401896831679562,0.9166160446062939,75.33958846998804,-967.4428557053213,253.0895512357888,no_signal,,,False,
center,142,random_omega,0.0,0.0,310.1312705717204,1165.509782807479,1224.982882788373,0.2401896831679562,0.9166160446062939,75.33958846998804,-1227.5497745816656,-1182.232853673379,no_signal,,,False,
center,143,minimax,0.0,0.0,-199.05898629425621,277.05582328442836,1339.3560267870287,-0.5874959371581385,0.10919448863510217,125.10898267994675,-931.1322299444041,375.90098545948996,direction,47.67657052271589,47.676570030811796,False,4.919040961226528e-07
center,143,along_750,0.0,0.0,-199.05898629425621,277.05582328442836,1339.3560267870287,-0.5874959371581385,0.10919448863510217,125.10898267994675,-431.35013423489914,613.5446696822771,direction,740.0023549468752,740.0021667368225,False,0.0001882100527836883
center,143,perpendicular_1000,0.0,0.0,-199.05898629425621,277.05582328442836,1339.3560267870287,-0.5874959371581385,0.10919448863510217,125.10898267994675,-818.0595595763695,-575.1335123131988,direction,44.86177924680282,44.86177892275131,False,3.24051505629086e-07
center,143,random_omega,0.0,0.0,-199.05898629425621,277.05582328442836,1339.3560267870287,-0.5874959371581385,0.10919448863510217,125.10898267994675,200.19667675910907,291.9641779723955,direction,26.80017207142059,26.800171653083805,True,4.1833678565694754e-07
center,144,minimax,0.0,0.0,557.718774842009,6.1483948632603616,1489.7405490483286,0.4349336431719959,-0.6033627776025052,1.0665473207451803,832.7343944530935,561.1258404364336,direction,39.7011754632701,39.7011750750556,True,3.882144952171984e-07
center,144,along_750,0.0,0.0,557.718774842009,6.1483948632603616,1489.7405490483286,0.4349336431719959,-0.6033627776025052,1.0665473207451803,749.8700627352464,13.960265521747306,direction,740.0030725050858,740.0028843079722,False,0.00018819711362993985
center,144,perpendicular_1000,0.0,0.0,557.718774842009,6.1483948632603616,1489.7405490483286,0.4349336431719959,-0.6033627776025052,1.0665473207451803,-18.613687362329742,999.8267503136618,direction,58.58417800344907,58.584177620649356,False,3.827997119287829e-07
center,144,random_omega,0.0,0.0,557.718774842009,6.1483948632603616,1489.7405490483286,0.4349336431719959,-0.6033627776025052,1.0665473207451803,412.659029790479,359.6876304979615,direction,28.72705752545202,28.727057176661422,True,3.4879059995773787e-07
center,145,minimax,0.0,0.0,-887.2164158902829,495.69274138719356,1180.3874136453883,-0.8154093812068828,-0.29712113597704115,149.9922556605571,-1002.8605628548997,-50.78850244895913,direction,48.09925053964093,48.099250206957755,False,3.3268317167767236e-07
center,145,along_750,0.0,0.0,-887.2164158902829,495.69274138719356,1180.3874136453883,-0.8154093812068828,-0.29712113597704115,149.9922556605571,-649.468360322206,375.08778831146356,direction,745.2511449927314,745.2228175496382,False,0.028327443093189686
center,145,perpendicular_1000,0.0,0.0,-887.2164158902829,495.69274138719356,1180.3874136453883,-0.8154093812068828,-0.29712113597704115,149.9922556605571,-500.1170510819514,-865.9578137629412,no_signal,,,False,
center,145,random_omega,0.0,0.0,-887.2164158902829,495.69274138719356,1180.3874136453883,-0.8154093812068828,-0.29712113597704115,149.9922556605571,-1052.9155883796993,138.89794028121742,direction,39.43929223543298,39.439291960252525,True,2.7518045442320727e-07
center,146,minimax,0.0,0.0,-979.7974698565826,284.8030016874515,1030.0838381228702,-0.7858375740198564,0.8887901548757986,163.00631535760968,-965.6648536890983,-275.31830825476635,direction,49.66306031438173,49.663059975075264,False,3.393064673673507e-07
center,146,along_750,0.0,0.0,-979.7974698565826,284.8030016874515,1030.0838381228702,-0.7858375740198564,0.8887901548757986,163.00631535760968,-717.2527323519839,219.19972156372197,direction,399.8044248164092,399.8043245635888,False,0.00010025282040260208
center,146,perpendicular_1000,0.0,0.0,-979.7974698565826,284.8030016874515,1030.0838381228702,-0.7858375740198564,0.8887901548757986,163.00631535760968,-292.26629541829595,-956.3369764693119,no_signal,,,False,
center,146,random_omega,0.0,0.0,-979.7974698565826,284.8030016874515,1030.0838381228702,-0.7858375740198564,0.8887901548757986,163.00631535760968,-1212.6941885084566,-809.322345605368,no_signal,,,False,
center,147,minimax,0.0,0.0,-1077.8284419948664,164.90168796439005,1411.6451162207618,0.6302483527820772,-0.10482422095859278,171.93176716070695,-911.2562333072187,-421.8066592283652,direction,54.700083931895755,54.70008357165771,False,3.602380473921585e-07
center,147,along_750,0.0,0.0,-1077.8284419948664,164.90168796439005,1411.6451162207618,0.6302483527820772,-0.10482422095859278,171.93176716070695,-742.5762202803255,105.26422504434034,direction,745.2496146432264,745.2212872119151,False,0.028327431311367945
center,147,perpendicular_1000,0.0,0.0,-1077.8284419948664,164.90168796439005,1411.6451162207618,0.6302483527820772,-0.10482422095859278,171.93176716070695,-140.35230005912044,-990.101627040434,no_signal,,,False,
center,147,random_omega,0.0,0.0,-1077.8284419948664,164.90168796439005,1411.6451162207618,0.6302483527820772,-0.10482422095859278,171.93176716070695,1352.9130626067479,417.672083444176,no_signal,,,False,
center,148,minimax,0.0,0.0,-287.7160063283752,1306.5347361495426,1359.7323522110576,-0.9218959595731782,-0.902687533678167,101.49716567491183,-702.6153334715002,717.384467131389,direction,90.97532388639702,90.97532339346925,False,4.929277679366351e-07
center,148,along_750,0.0,0.0,-287.7160063283752,1306.5347361495426,1359.7323522110576,-0.9218959595731782,-0.902687533678167,101.49716567491183,-149.48959421943783,734.9509243616936,direction,745.2510940520024,745.222766817361,False,0.02832723464132414
center,148,perpendicular_1000,0.0,0.0,-287.7160063283752,1306.5347361495426,1359.7323522110576,-0.9218959595731782,-0.902687533678167,101.49716567491183,-979.9345658155914,-199.31945895925045,no_signal,,,False,
center,148,random_omega,0.0,0.0,-287.7160063283752,1306.5347361495426,1359.7323522110576,-0.9218959595731782,-0.902687533678167,101.49716567491183,1085.582759767801,925.3649272264709,no_signal,,,False,
center,149,minimax,0.0,0.0,23.93010375819542,1403.0202098779334,1413.0347855204193,0.6393651130474551,-0.3812765131456253,89.66221524278156,-540.5488420109007,846.2362140155245,direction,97.85448395338899,97.85448343822223,False,5.151667608060961e-07
center,149,along_750,0.0,0.0,23.93010375819542,1403.0202098779334,1413.0347855204193,0.6393651130474551,-0.3812765131456253,89.66221524278156,4.421566519321402,749.9869663864267,direction,745.2497626647423,745.2214353733514,False,0.02832729139095136
center,149,perpendicular_1000,0.0,0.0,23.93010375819542,1403.0202098779334,1413.0347855204193,0.6393651130474551,-0.3812765131456253,89.66221524278156,-999.982621848569,5.89542202576187,no_signal,,,False,
center,149,random_omega,0.0,0.0,23.93010375819542,1403.0202098779334,1413.0347855204193,0.6393651130474551,-0.3812765131456253,89.66221524278156,711.6202692067227,277.20361591984624,direction,144.99412579391202,144.96745310027043,False,0.02667269364158642
center,150,minimax,0.0,0.0,924.7044074712425,319.18611758749415,1104.2524754607903,-0.4113135878174823,-0.25406259219281746,18.632151069456782,624.5592321123933,786.2789238519827,direction,44.54705928648572,44.54705896903034,False,3.1745538109362315e-07
center,150,along_750,0.0,0.0,924.7044074712425,319.18611758749415,1104.2524754607903,-0.4113135878174823,-0.25406259219281746,18.632151069456782,710.6919594982609,239.61831879996654,direction,745.250335443612,745.2220081761408,False,0.028327267471240702
center,150,perpendicular_1000,0.0,0.0,924.7044074712425,319.18611758749415,1104.2524754607903,-0.4113135878174823,-0.25406259219281746,18.632151069456782,-319.4910917332887,947.5892793310145,no_signal,,,False,
center,150,random_omega,0.0,0.0,924.7044074712425,319.18611758749415,1104.2524754607903,-0.4113135878174823,-0.25406259219281746,18.632151069456782,-235.2372733394142,-416.9366429575835,no_signal,,,False,
center,151,minimax,0.0,0.0,-292.4826792097783,-3.2031230797162764,1337.7895332652688,-0.5479534291391601,-0.15205356709312268,-179.92050397574098,-842.2770304321742,-546.6975256181543,direction,50.05305747279423,50.05305695315797,False,5.196362593551385e-07
center,151,along_750,0.0,0.0,-292.4826792097783,-3.2031230797162764,1337.7895332652688,-0.5479534291391601,-0.15205356709312268,-179.92050397574098,-749.9992781004819,-1.0406001903032698,direction,740.0026645303026,740.0024763263417,False,0.00018820396087448898
center,151,perpendicular_1000,0.0,0.0,-292.4826792097783,-3.2031230797162764,1337.7895332652688,-0.5479534291391601,-0.15205356709312268,-179.92050397574098,1.3874669204043597,-999.9990374673091,direction,42.06061713945728,42.06061683250555,False,3.069517262588306e-07
center,151,random_omega,0.0,0.0,-292.4826792097783,-3.2031230797162764,1337.7895332652688,-0.5479534291391601,-0.15205356709312268,-179.92050397574098,1024.216570625563,1310.1420833858178,no_signal,,,False,
center,152,minimax,0.0,0.0,-662.040613753526,-946.0521752590498,1301.6533192097147,-0.511634847035225,-0.8965978087220128,-125.49569129311573,-45.35422216917881,-1003.1210171470254,direction,62.28898738873043,62.28898699820114,False,3.905292942363303e-07
center,152,along_750,0.0,0.0,-662.040613753526,-946.0521752590498,1301.6533192097147,-0.511634847035225,-0.8965978087220128,-125.49569129311573,-435.4812987516595,-610.6193891759152,direction,745.144117461149,745.1157830346816,False,0.02833442646738149
center,152,perpendicular_1000,0.0,0.0,-662.040613753526,-946.0521752590498,1301.6533192097147,-0.511634847035225,-0.8965978087220128,-125.49569129311573,814.159185567887,-580.6417316688793,no_signal,,,False,
center,152,random_omega,0.0,0.0,-662.040613753526,-946.0521752590498,1301.6533192097147,-0.511634847035225,-0.8965978087220128,-125.49569129311573,665.5238134889746,-212.0814181849908,no_signal,,,False,
center,153,minimax,0.0,0.0,-161.66616384245887,-72.85054524484782,1149.4569318355527,-0.9416815119111084,-0.33871699077483464,-156.68424313960196,-558.2714025205725,-834.6507183477214,direction,55.874643093315974,55.87464250851561,False,5.848003610253727e-07
center,153,along_750,0.0,0.0,-161.66616384245887,-72.85054524484782,1149.4569318355527,-0.9416815119111084,-0.33871699077483464,-156.68424313960196,-688.7531760024164,-296.84855153189557,direction,740.0029738929699,740.0027856947786,False,0.0001881981912674746
center,153,perpendicular_1000,0.0,0.0,-161.66616384245887,-72.85054524484782,1149.4569318355527,-0.9416815119111084,-0.33871699077483464,-156.68424313960196,395.79806870919407,-918.3375680032218,direction,37.46595145141153,37.46595118501511,True,2.6639641959036453e-07
center,153,random_omega,0.0,0.0,-161.66616384245887,-72.85054524484782,1149.4569318355527,-0.9416815119111084,-0.33871699077483464,-156.68424313960196,-723.6488763702298,-862.1207132461939,direction,76.50673559553843,76.5067348591125,False,7.364259317910182e-07
center,154,minimax,0.0,0.0,-1084.8906533368377,-459.7402798880342,1476.5323105868836,-0.2693283180800312,0.38735009758892125,-157.30372625980573,-567.2628564654024,-828.5660095522665,direction,67.1185660843045,67.11856567526577,False,4.090387335509149e-07
center,154,along_750,0.0,0.0,-1084.8906533368377,-459.7402798880342,1476.5323105868836,-0.2693283180800312,0.38735009758892125,-157.30372625980573,-691.9223888239329,-289.3845328350882,direction,745.2512536628346,745.2229264339766,False,0.028327228858074704
center,154,perpendicular_1000,0.0,0.0,-1084.8906533368377,-459.7402798880342,1476.5323105868836,-0.2693283180800312,0.38735009758892125,-157.30372625980573,385.8460437801176,-922.5631850985772,no_signal,,,False,
center,154,random_omega,0.0,0.0,-1084.8906533368377,-459.7402798880342,1476.5323105868836,-0.2693283180800312,0.38735009758892125,-157.30372625980573,569.5779363126966,1543.2741198291808,no_signal,,,False,
center,155,minimax,0.0,0.0,-772.9364988173994,654.3475654736421,1119.4000486356813,0.35060404521898825,-0.207298284599851,140.10023619478616,-996.6763522676184,122.24986438098158,direction,47.26293426018708,47.2629339310682,False,3.2911888325770633e-07
center,155,along_750,0.0,0.0,-772.9364988173994,654.3475654736421,1119.4000486356813,0.35060404521898825,-0.207298284599851,140.10023619478616,-575.3758470793446,481.0848517649737,direction,745.2501618639408,745.2218345911905,False,0.028327272750289012
center,155,perpendicular_1000,0.0,0.0,-772.9364988173994,654.3475654736421,1119.4000486356813,0.35060404521898825,-0.207298284599851,140.10023619478616,-641.446469019965,-767.1677961057928,no_signal,,,False,
center,155,random_omega,0.0,0.0,-772.9364988173994,654.3475654736421,1119.4000486356813,0.35060404521898825,-0.207298284599851,140.10023619478616,148.4488759831007,674.4817174497853,direction,98.0378667289324,98.03786615584252,False,5.730898777756011e-07
center,156,minimax,0.0,0.0,1032.4186170426356,-8.9939077263802,1458.713618079378,0.14605347231818366,-0.3109175076030244,-0.3530656935118885,846.3803497265137,540.323129347133,direction,49.07724066007222,49.07724032324047,False,3.3683175360010864e-07
center,156,along_750,0.0,0.0,1032.4186170426356,-8.9939077263802,1458.713618079378,0.14605347231818366,-0.3109175076030244,-0.3530656935118885,749.9857604695277,-4.621589871928238,direction,745.2085245608946,745.1801877072941,False,0.028336853600535505
center,156,perpendicular_1000,0.0,0.0,1032.4186170426356,-8.9939077263802,1458.713618079378,0.14605347231818366,-0.3109175076030244,-0.3530656935118885,6.162119829237651,999.9810139593702,direction,113.29735478592958,113.29735425759436,False,5.283352209062286e-07
center,156,random_omega,0.0,0.0,1032.4186170426356,-8.9939077263802,1458.713618079378,0.14605347231818366,-0.3109175076030244,-0.3530656935118885,470.22722877356506,692.6181056528629,direction,77.46501710444345,77.46501664158994,False,4.6285350663310965e-07
center,157,minimax,0.0,0.0,780.5220245316816,84.88963219863956,1286.997696809215,0.7178522584963749,-0.6029127992546843,6.9249480647278885,771.1108888279765,643.1926442688708,direction,35.27528876916039,35.27528847221676,True,2.969436323496666e-07
center,157,along_750,0.0,0.0,780.5220245316816,84.88963219863956,1286.997696809215,0.7178522584963749,-0.6029127992546843,6.9249480647278885,744.5287028490709,90.42682474730576,direction,48.092575515925965,48.0924806584333,False,9.485749266247012e-05
center,157,perpendicular_1000,0.0,0.0,780.5220245316816,84.88963219863956,1286.997696809215,0.7178522584963749,-0.6029127992546843,6.9249480647278885,-120.56909966307434,992.7049371320945,direction,79.95189634563994,79.9518958980398,False,4.476001436160004e-07
center,157,random_omega,0.0,0.0,780.5220245316816,84.88963219863956,1286.997696809215,0.7178522584963749,-0.6029127992546843,6.9249480647278885,-322.19927181044494,-1142.041572601844,no_signal,,,False,
center,158,minimax,0.0,0.0,500.88026896484797,-527.7701552520023,1161.5350941101974,0.12289575550810317,0.792178495531765,-46.37452860127115,976.5335911050055,-233.86091155688297,direction,35.71484801112911,35.71484769839047,True,3.127386349888184e-07
center,158,along_750,0.0,0.0,500.88026896484797,-527.7701552520023,1161.5350941101974,0.12289575550810317,0.792178495531765,-46.37452860127115,517.456059943056,-542.8989095846559,direction,152.08288681579543,152.08279035353678,False,9.646225865367342e-05
center,158,perpendicular_1000,0.0,0.0,500.88026896484797,-527.7701552520023,1161.5350941101974,0.12289575550810317,0.792178495531765,-46.37452860127115,723.8652127795413,689.9414132574079,no_signal,,,False,
center,158,random_omega,0.0,0.0,500.88026896484797,-527.7701552520023,1161.5350941101974,0.12289575550810317,0.792178495531765,-46.37452860127115,-460.9931631216369,1700.7195616213394,no_signal,,,False,
center,159,minimax,0.0,0.0,-23.60116266527445,-855.2225958666935,1280.6744015871388,0.5320624344832356,0.9837753836924197,-91.04870016438538,530.0075601535297,-852.8779318816713,direction,36.37520463807604,36.37520435588349,True,2.821925519924662e-07
center,159,along_750,0.0,0.0,-23.60116266527445,-855.2225958666935,1280.6744015871388,0.5320624344832356,0.9837753836924197,-91.04870016438538,-13.726686592187018,-749.8743748623498,direction,562.211958384601,562.2118556488584,False,0.0001027357425300579
center,159,perpendicular_1000,0.0,0.0,-23.60116266527445,-855.2225958666935,1280.6744015871388,0.5320624344832356,0.9837753836924197,-91.04870016438538,999.8324998164663,-18.30224878958269,no_signal,,,False,
center,159,random_omega,0.0,0.0,-23.60116266527445,-855.2225958666935,1280.6744015871388,0.5320624344832356,0.9837753836924197,-91.04870016438538,601.2161545154577,-46.32854190268611,direction,109.11661174298145,109.11661108784627,False,6.551351816597162e-07
center,160,minimax,0.0,0.0,764.6429703064488,498.3755808738495,1204.234560544175,-0.2857221016161988,-0.17864869031851938,32.80960283676751,412.95625627068046,915.3009947102419,direction,39.48134763271766,39.48134733720623,True,2.9551142688433174e-07
center,160,along_750,0.0,0.0,764.6429703064488,498.3755808738495,1204.234560544175,-0.2857221016161988,-0.17864869031851938,32.80960283676751,630.3568505910091,406.3868119328974,direction,745.2505268128491,745.2221995537409,False,0.028327259108209546
center,160,perpendicular_1000,0.0,0.0,764.6429703064488,498.3755808738495,1204.234560544175,-0.2857221016161988,-0.17864869031851938,32.80960283676751,-541.8490825771966,840.4758007880122,no_signal,,,False,
center,160,random_omega,0.0,0.0,764.6429703064488,498.3755808738495,1204.234560544175,-0.2857221016161988,-0.17864869031851938,32.80960283676751,492.50916906918343,-1377.801825139062,no_signal,,,False,
center,161,minimax,0.0,0.0,-496.2896220835316,891.4899543006185,1418.0076539962952,-0.9873358286017189,-0.07208724687480705,118.11721158596131,-878.450778869943,486.449390598287,direction,48.80045387228415,48.800453536624296,False,3.356598554660195e-07
center,161,along_750,0.0,0.0,-496.2896220835316,891.4899543006185,1418.0076539962952,-0.9873358286017189,-0.07208724687480705,118.11721158596131,-353.4576373910714,661.4890010951973,direction,449.24908980095887,449.24898879155074,False,0.00010100940812662884
center,161,perpendicular_1000,0.0,0.0,-496.2896220835316,891.4899543006185,1418.0076539962952,-0.9873358286017189,-0.07208724687480705,118.11721158596131,-881.9853347935964,-471.2768498547618,direction,115.83685086415093,115.83685033023995,False,5.339109776514306e-07
center,161,random_omega,0.0,0.0,-496.2896220835316,891.4899543006185,1418.0076539962952,-0.9873358286017189,-0.07208724687480705,118.11721158596131,-624.5629753877603,1676.2892442385833,direction,192.67119252388127,192.67119130694098,False,1.216940290760249e-06
center,162,minimax,0.0,0.0,-950.7919206941257,-63.00497247414149,1346.5015378908538,0.7109828908929219,0.40983907876801884,-175.49781010899173,-797.610972328595,-610.0209154870735,direction,42.688533372698785,42.68853306328406,False,3.0941472317636e-07
center,162,along_750,0.0,0.0,-950.7919206941257,-63.00497247414149,1346.5015378908538,0.7109828908929219,0.40983907876801884,-175.49781010899173,-747.6857506761778,-58.87289899266429,direction,745.2514839565916,745.2231565137655,False,0.028327442826139304
center,162,perpendicular_1000,0.0,0.0,-950.7919206941257,-63.00497247414149,1346.5015378908538,0.7109828908929219,0.40983907876801884,-175.49781010899173,78.49719865688571,-996.9143342349038,no_signal,,,False,
center,162,random_omega,0.0,0.0,-950.7919206941257,-63.00497247414149,1346.5015378908538,0.7109828908929219,0.40983907876801884,-175.49781010899173,282.36598406263096,914.6765157250784,no_signal,,,False,
center,163,minimax,0.0,0.0,783.7546443245626,-773.1053430407264,1442.7260583891962,0.4363202894224847,-0.3422348751225075,-44.171768744080154,984.8006618569816,-196.15411521735956,direction,55.703348318690246,55.70334795436119,False,3.643290540367161e-07
center,163,along_750,0.0,0.0,783.7546443245626,-773.1053430407264,1442.7260583891962,0.4363202894224847,-0.3422348751225075,-44.171768744080154,537.9405252251692,-522.6088320345048,direction,745.2499119163892,745.2215846299346,False,0.028327286454668865
center,163,perpendicular_1000,0.0,0.0,783.7546443245626,-773.1053430407264,1442.7260583891962,0.4363202894224847,-0.3422348751225075,-44.171768744080154,696.8117760460063,717.2540336335588,no_signal,,,False,
center,163,random_omega,0.0,0.0,783.7546443245626,-773.1053430407264,1442.7260583891962,0.4363202894224847,-0.3422348751225075,-44.171768744080154,587.9942863353489,-745.1101975737838,direction,77.65944523260502,77.65944459293043,False,6.396745959591499e-07
center,164,minimax,0.0,0.0,531.3272267003568,-1152.6211499672543,1352.9077337313734,-0.31032608465708367,0.1694213486894336,-65.56190042728441,845.4256328566687,-541.8157249651911,direction,80.25025059940553,80.25025014277513,False,4.566304028230661e-07
center,164,along_750,0.0,0.0,531.3272267003568,-1152.6211499672543,1352.9077337313734,-0.31032608465708367,0.1694213486894336,-65.56190042728441,310.28243203145945,-682.8065702471255,direction,745.2310210849657,745.202683384207,False,0.028337700758697792
center,164,perpendicular_1000,0.0,0.0,531.3272267003568,-1152.6211499672543,1352.9077337313734,-0.31032608465708367,0.1694213486894336,-65.56190042728441,910.4087603295006,413.70990937527927,no_signal,,,False,
center,164,random_omega,0.0,0.0,531.3272267003568,-1152.6211499672543,1352.9077337313734,-0.31032608465708367,0.1694213486894336,-65.56190042728441,1156.7972299667194,-400.9029790887145,direction,74.79353816393453,74.79353778752511,False,3.7640941741301503e-07
center,165,minimax,0.0,0.0,265.18030024288623,1069.9352094944777,1130.426748713286,-0.2777749345982876,-0.18754561397431568,75.80213830546819,-322.092785328689,951.0862306593768,direction,56.777567356448195,56.777566987767976,False,3.6868021879854496e-07
center,165,along_750,0.0,0.0,265.18030024288623,1069.9352094944777,1130.426748713286,-0.2777749345982876,-0.18754561397431568,75.80213830546819,183.95340416330365,727.0908781553599,direction,745.1689581369754,745.1406227721285,False,0.02833536484695287
center,165,perpendicular_1000,0.0,0.0,265.18030024288623,1069.9352094944777,1130.426748713286,-0.2777749345982876,-0.18754561397431568,75.80213830546819,-969.4545042071464,245.27120555107152,no_signal,,,False,
center,165,random_omega,0.0,0.0,265.18030024288623,1069.9352094944777,1130.426748713286,-0.2777749345982876,-0.18754561397431568,75.80213830546819,468.2215221077606,1449.8025623196127,direction,218.03797194084507,218.0379703160236,False,1.6248214649294823e-06
